Pedigree	Year	Loc	Pass	Trait	Value	Coded_Trait	Pop	Gen	Range	Env
PHW30/Mo17-050 - (2n)-01	2017	1	33	FUELA	62.88166667	3	5	233	5	2017_Loc1
PHW30/Mo17-050 - (2n)-01	2017	1	33	MLA	67.45766667	4	5	233	5	2017_Loc1
PHW30/Mo17-050 - (2n)-01	2017	1	33	TUELA	67.74966667	2	5	233	5	2017_Loc1
PHW30/Mo17-050 - (2n)-01	2017	1	33	ULA	57.98966667	1	5	233	5	2017_Loc1
PHW30/Mo17-139 - (2n)-02	2017	1	34	FUELA	70.10133333	3	5	270	5	2017_Loc1
PHW30/Mo17-139 - (2n)-02	2017	1	34	MLA	68.504	4	5	270	5	2017_Loc1
PHW30/Mo17-139 - (2n)-02	2017	1	34	TUELA	64.27533333	2	5	270	5	2017_Loc1
PHW30/Mo17-139 - (2n)-02	2017	1	34	ULA	59.61966667	1	5	270	5	2017_Loc1
Mo17/PHW30-430 - (2n)-02	2017	1	35	FUELA	52.692	3	5	141	5	2017_Loc1
Mo17/PHW30-430 - (2n)-02	2017	1	35	MLA	52.258	4	5	141	5	2017_Loc1
Mo17/PHW30-430 - (2n)-02	2017	1	35	TUELA	63.49466667	2	5	141	5	2017_Loc1
Mo17/PHW30-430 - (2n)-02	2017	1	35	ULA	62.18866667	1	5	141	5	2017_Loc1
PHW30/B73-169 - (2n)-01	2017	1	36	FUELA	65.826	3	4	174	5	2017_Loc1
PHW30/B73-169 - (2n)-01	2017	1	36	MLA	53.289	4	4	174	5	2017_Loc1
PHW30/B73-169 - (2n)-01	2017	1	36	TUELA	64.32166667	2	4	174	5	2017_Loc1
PHW30/B73-169 - (2n)-01	2017	1	36	ULA	66.03133333	1	4	174	5	2017_Loc1
B73/PHW30-316 - (2n)-01	2017	1	37	FUELA	73.36766667	3	4	51	5	2017_Loc1
B73/PHW30-316 - (2n)-01	2017	1	37	MLA	55.32766667	4	4	51	5	2017_Loc1
B73/PHW30-316 - (2n)-01	2017	1	37	TUELA	75.62766667	2	4	51	5	2017_Loc1
B73/PHW30-316 - (2n)-01	2017	1	37	ULA	78.28033333	1	4	51	5	2017_Loc1
Mo17/PHW30-389 - (2n)-02	2017	1	38	FUELA	63.66633333	3	5	134	5	2017_Loc1
Mo17/PHW30-389 - (2n)-02	2017	1	38	MLA	65.28666667	4	5	134	5	2017_Loc1
Mo17/PHW30-389 - (2n)-02	2017	1	38	TUELA	65.268	2	5	134	5	2017_Loc1
Mo17/PHW30-389 - (2n)-02	2017	1	38	ULA	60.98966667	1	5	134	5	2017_Loc1
PHW30/Mo17-141 - (2n)-02	2017	1	39	FUELA	64.75766667	3	5	272	5	2017_Loc1
PHW30/Mo17-141 - (2n)-02	2017	1	39	MLA	69.01466667	4	5	272	5	2017_Loc1
PHW30/Mo17-141 - (2n)-02	2017	1	39	TUELA	58.76633333	2	5	272	5	2017_Loc1
PHW30/Mo17-141 - (2n)-02	2017	1	39	ULA	58.13866667	1	5	272	5	2017_Loc1
PHW30/B73-009 - (2n)-02	2017	1	41	FUELA	66.60566667	3	4	150	5	2017_Loc1
PHW30/B73-009 - (2n)-02	2017	1	41	MLA	62.965	4	4	150	5	2017_Loc1
PHW30/B73-009 - (2n)-02	2017	1	41	TUELA	73.11233333	2	4	150	5	2017_Loc1
PHW30/B73-009 - (2n)-02	2017	1	41	ULA	71.06066667	1	4	150	5	2017_Loc1
PHW30/B73-078 - (2n)-02	2017	1	43	FUELA	68.071	3	4	162	5	2017_Loc1
PHW30/B73-078 - (2n)-02	2017	1	43	MLA	63.21133333	4	4	162	5	2017_Loc1
PHW30/B73-078 - (2n)-02	2017	1	43	TUELA	70.81033333	2	4	162	5	2017_Loc1
PHW30/B73-078 - (2n)-02	2017	1	43	ULA	77.34433333	1	4	162	5	2017_Loc1
PHW30/Mo17-089 - (2n)-02	2017	1	44	FUELA	76.12133333	3	5	253	5	2017_Loc1
PHW30/Mo17-089 - (2n)-02	2017	1	44	MLA	74.584	4	5	253	5	2017_Loc1
PHW30/Mo17-089 - (2n)-02	2017	1	44	TUELA	69.87533333	2	5	253	5	2017_Loc1
PHW30/Mo17-089 - (2n)-02	2017	1	44	ULA	59.716	1	5	253	5	2017_Loc1
Mo17/PHW30-089 - (2n)-02	2017	1	45	FUELA	63.85333333	3	5	84	5	2017_Loc1
Mo17/PHW30-089 - (2n)-02	2017	1	45	MLA	62.85533333	4	5	84	5	2017_Loc1
Mo17/PHW30-089 - (2n)-02	2017	1	45	TUELA	64.293	2	5	84	5	2017_Loc1
Mo17/PHW30-089 - (2n)-02	2017	1	45	ULA	62.93333333	1	5	84	5	2017_Loc1
PHW30/B73-421 - (2n)-01	2017	1	46	FUELA	79.81166667	3	4	212	5	2017_Loc1
PHW30/B73-421 - (2n)-01	2017	1	46	MLA	58.31166667	4	4	212	5	2017_Loc1
PHW30/B73-421 - (2n)-01	2017	1	46	TUELA	80.34466667	2	4	212	5	2017_Loc1
PHW30/B73-421 - (2n)-01	2017	1	46	ULA	79.43366667	1	4	212	5	2017_Loc1
PHW30/Mo17-051 - (2n)-02	2017	1	47	FUELA	79.72733333	3	5	236	5	2017_Loc1
PHW30/Mo17-051 - (2n)-02	2017	1	47	MLA	67.42466667	4	5	236	5	2017_Loc1
PHW30/Mo17-051 - (2n)-02	2017	1	47	TUELA	83.187	2	5	236	5	2017_Loc1
PHW30/Mo17-051 - (2n)-02	2017	1	47	ULA	78.37633333	1	5	236	5	2017_Loc1
PHW30/Mo17-278 - (2n)-01	2017	1	48	FUELA	70.46066667	3	5	302	5	2017_Loc1
PHW30/Mo17-278 - (2n)-01	2017	1	48	MLA	57.54233333	4	5	302	5	2017_Loc1
PHW30/Mo17-278 - (2n)-01	2017	1	48	TUELA	73.82933333	2	5	302	5	2017_Loc1
PHW30/Mo17-278 - (2n)-01	2017	1	48	ULA	62.282	1	5	302	5	2017_Loc1
Mo17/PHW30-231 - (2n)-01	2017	1	48	FUELA	58.09766667	3	5	108	6	2017_Loc1
Mo17/PHW30-231 - (2n)-01	2017	1	48	MLA	57.608	4	5	108	6	2017_Loc1
Mo17/PHW30-231 - (2n)-01	2017	1	48	TUELA	56.36033333	2	5	108	6	2017_Loc1
Mo17/PHW30-231 - (2n)-01	2017	1	48	ULA	52.68733333	1	5	108	6	2017_Loc1
Mo17/PHW30-254 - (2n)-02	2017	1	47	FUELA	70.965	3	5	115	6	2017_Loc1
Mo17/PHW30-254 - (2n)-02	2017	1	47	MLA	69.715	4	5	115	6	2017_Loc1
Mo17/PHW30-254 - (2n)-02	2017	1	47	TUELA	76.499	2	5	115	6	2017_Loc1
Mo17/PHW30-254 - (2n)-02	2017	1	47	ULA	72.961	1	5	115	6	2017_Loc1
PHW30/B73-161 - (2n)-01	2017	1	46	FUELA	73.27533333	3	4	172	6	2017_Loc1
PHW30/B73-161 - (2n)-01	2017	1	46	MLA	76.42133333	4	4	172	6	2017_Loc1
PHW30/B73-161 - (2n)-01	2017	1	46	TUELA	78.44433333	2	4	172	6	2017_Loc1
PHW30/B73-161 - (2n)-01	2017	1	46	ULA	73.662	1	4	172	6	2017_Loc1
PHW30/Mo17-187 - (2n)-01	2017	1	45	FUELA	79.736	3	5	288	6	2017_Loc1
PHW30/Mo17-187 - (2n)-01	2017	1	45	MLA	69.141	4	5	288	6	2017_Loc1
PHW30/Mo17-187 - (2n)-01	2017	1	45	TUELA	78.32566667	2	5	288	6	2017_Loc1
PHW30/Mo17-187 - (2n)-01	2017	1	45	ULA	78.78866667	1	5	288	6	2017_Loc1
PHW30/Mo17-099 - (2n)-02	2017	1	44	FUELA	54.64233333	3	5	257	6	2017_Loc1
PHW30/Mo17-099 - (2n)-02	2017	1	44	MLA	55.98066667	4	5	257	6	2017_Loc1
PHW30/Mo17-099 - (2n)-02	2017	1	44	TUELA	63.787	2	5	257	6	2017_Loc1
PHW30/Mo17-099 - (2n)-02	2017	1	44	ULA	60.05	1	5	257	6	2017_Loc1
PHW30/Mo17-278 - (2n)-02	2017	1	43	FUELA	66.13266667	3	5	303	6	2017_Loc1
PHW30/Mo17-278 - (2n)-02	2017	1	43	MLA	61.76766667	4	5	303	6	2017_Loc1
PHW30/Mo17-278 - (2n)-02	2017	1	43	TUELA	60.45766667	2	5	303	6	2017_Loc1
PHW30/Mo17-278 - (2n)-02	2017	1	43	ULA	58.104	1	5	303	6	2017_Loc1
B73/PHW30-252 - (2n)-01	2017	1	42	FUELA	68.11633333	3	4	42	6	2017_Loc1
B73/PHW30-252 - (2n)-01	2017	1	42	MLA	63.55633333	4	4	42	6	2017_Loc1
B73/PHW30-252 - (2n)-01	2017	1	42	TUELA	76.096	2	4	42	6	2017_Loc1
B73/PHW30-252 - (2n)-01	2017	1	42	ULA	80.23466667	1	4	42	6	2017_Loc1
B73/PHW30-207 - (2n)-01	2017	1	41	FUELA	64.60466667	3	4	35	6	2017_Loc1
B73/PHW30-207 - (2n)-01	2017	1	41	MLA	56.68566667	4	4	35	6	2017_Loc1
B73/PHW30-207 - (2n)-01	2017	1	41	TUELA	71.034	2	4	35	6	2017_Loc1
B73/PHW30-207 - (2n)-01	2017	1	41	ULA	62.84766667	1	4	35	6	2017_Loc1
Mo17/PHW30-409 - (2n)-01	2017	1	40	FUELA	70.17433333	3	5	136	6	2017_Loc1
Mo17/PHW30-409 - (2n)-01	2017	1	40	MLA	69.56066667	4	5	136	6	2017_Loc1
Mo17/PHW30-409 - (2n)-01	2017	1	40	TUELA	73.148	2	5	136	6	2017_Loc1
Mo17/PHW30-409 - (2n)-01	2017	1	40	ULA	69.78833333	1	5	136	6	2017_Loc1
PHW30/Mo17-155 - (2n)-01	2017	1	39	FUELA	68.26033333	3	5	274	6	2017_Loc1
PHW30/Mo17-155 - (2n)-01	2017	1	39	MLA	69.94733333	4	5	274	6	2017_Loc1
PHW30/Mo17-155 - (2n)-01	2017	1	39	TUELA	57.327	2	5	274	6	2017_Loc1
PHW30/Mo17-155 - (2n)-01	2017	1	39	ULA	57.01233333	1	5	274	6	2017_Loc1
PHW30/Mo17-110 - (2n)-03	2017	1	38	FUELA	49.996	3	5	262	6	2017_Loc1
PHW30/Mo17-110 - (2n)-03	2017	1	38	MLA	44.64066667	4	5	262	6	2017_Loc1
PHW30/Mo17-110 - (2n)-03	2017	1	38	TUELA	43.02533333	2	5	262	6	2017_Loc1
PHW30/Mo17-110 - (2n)-03	2017	1	38	ULA	41.86866667	1	5	262	6	2017_Loc1
PHW30/Mo17-166 - (2n)-01	2017	1	37	FUELA	76.594	3	5	284	6	2017_Loc1
PHW30/Mo17-166 - (2n)-01	2017	1	37	MLA	74.68666667	4	5	284	6	2017_Loc1
PHW30/Mo17-166 - (2n)-01	2017	1	37	TUELA	83.514	2	5	284	6	2017_Loc1
PHW30/Mo17-166 - (2n)-01	2017	1	37	ULA	83.09466667	1	5	284	6	2017_Loc1
Mo17/PHW30-409 - (2n)-02	2017	1	36	FUELA	73.961	3	5	137	6	2017_Loc1
Mo17/PHW30-409 - (2n)-02	2017	1	36	MLA	74.0375	4	5	137	6	2017_Loc1
Mo17/PHW30-409 - (2n)-02	2017	1	36	TUELA	75.505	2	5	137	6	2017_Loc1
Mo17/PHW30-409 - (2n)-02	2017	1	36	ULA	69.6325	1	5	137	6	2017_Loc1
PHW30/Mo17-054 - (2n)-01	2017	1	35	FUELA	69.73633333	3	5	237	6	2017_Loc1
PHW30/Mo17-054 - (2n)-01	2017	1	35	MLA	72.864	4	5	237	6	2017_Loc1
PHW30/Mo17-054 - (2n)-01	2017	1	35	TUELA	66.58966667	2	5	237	6	2017_Loc1
PHW30/Mo17-054 - (2n)-01	2017	1	35	ULA	63.09633333	1	5	237	6	2017_Loc1
B73/PHW30-036 - (2n)-02	2017	1	34	FUELA	64.409	3	4	6	6	2017_Loc1
B73/PHW30-036 - (2n)-02	2017	1	34	MLA	59.06833333	4	4	6	6	2017_Loc1
B73/PHW30-036 - (2n)-02	2017	1	34	TUELA	75.408	2	4	6	6	2017_Loc1
B73/PHW30-036 - (2n)-02	2017	1	34	ULA	75.34933333	1	4	6	6	2017_Loc1
PHW30/Mo17-242 - (2n)-01	2017	1	33	FUELA	70.48666667	3	5	297	6	2017_Loc1
PHW30/Mo17-242 - (2n)-01	2017	1	33	MLA	64.819	4	5	297	6	2017_Loc1
PHW30/Mo17-242 - (2n)-01	2017	1	33	TUELA	74.41	2	5	297	6	2017_Loc1
PHW30/Mo17-242 - (2n)-01	2017	1	33	ULA	71.96266667	1	5	297	6	2017_Loc1
Mo17/PHW30-091 - (2n)-02	2017	1	32	FUELA	70.359	3	5	86	6	2017_Loc1
Mo17/PHW30-091 - (2n)-02	2017	1	32	MLA	67.45	4	5	86	6	2017_Loc1
Mo17/PHW30-091 - (2n)-02	2017	1	32	TUELA	70.55933333	2	5	86	6	2017_Loc1
Mo17/PHW30-091 - (2n)-02	2017	1	32	ULA	58.82133333	1	5	86	6	2017_Loc1
PHW30/B73-311 - (2n)-01	2017	1	31	FUELA	61.822	3	4	195	6	2017_Loc1
PHW30/B73-311 - (2n)-01	2017	1	31	MLA	55.344	4	4	195	6	2017_Loc1
PHW30/B73-311 - (2n)-01	2017	1	31	TUELA	65.068	2	4	195	6	2017_Loc1
PHW30/B73-311 - (2n)-01	2017	1	31	ULA	72.391	1	4	195	6	2017_Loc1
PHW30/Mo17-033 - (2n)-01	2017	1	30	FUELA	67.94566667	3	5	228	6	2017_Loc1
PHW30/Mo17-033 - (2n)-01	2017	1	30	MLA	66.298	4	5	228	6	2017_Loc1
PHW30/Mo17-033 - (2n)-01	2017	1	30	TUELA	66.81333333	2	5	228	6	2017_Loc1
PHW30/Mo17-033 - (2n)-01	2017	1	30	ULA	62.22133333	1	5	228	6	2017_Loc1
PHW30/Mo17-019 - (2n)-02	2017	1	29	FUELA	62.21333333	3	5	221	6	2017_Loc1
PHW30/Mo17-019 - (2n)-02	2017	1	29	MLA	61.95866667	4	5	221	6	2017_Loc1
PHW30/Mo17-019 - (2n)-02	2017	1	29	TUELA	61.80066667	2	5	221	6	2017_Loc1
PHW30/Mo17-019 - (2n)-02	2017	1	29	ULA	60.441	1	5	221	6	2017_Loc1
B73/PHW30-092 - (2n)-01	2017	1	28	FUELA	66.52166667	3	4	14	6	2017_Loc1
B73/PHW30-092 - (2n)-01	2017	1	28	MLA	69.45333333	4	4	14	6	2017_Loc1
B73/PHW30-092 - (2n)-01	2017	1	28	TUELA	65.966	2	4	14	6	2017_Loc1
B73/PHW30-092 - (2n)-01	2017	1	28	ULA	68.241	1	4	14	6	2017_Loc1
PHW30/B73-401 - (2n)-01	2017	1	27	FUELA	72.40533333	3	4	210	6	2017_Loc1
PHW30/B73-401 - (2n)-01	2017	1	27	MLA	61.485	4	4	210	6	2017_Loc1
PHW30/B73-401 - (2n)-01	2017	1	27	TUELA	77.67533333	2	4	210	6	2017_Loc1
PHW30/B73-401 - (2n)-01	2017	1	27	ULA	68.216	1	4	210	6	2017_Loc1
Mo17/PHW30-332 - (2n)-01	2017	1	25	FUELA	75.83733333	3	5	130	6	2017_Loc1
Mo17/PHW30-332 - (2n)-01	2017	1	25	MLA	68.887	4	5	130	6	2017_Loc1
Mo17/PHW30-332 - (2n)-01	2017	1	25	TUELA	68.822	2	5	130	6	2017_Loc1
Mo17/PHW30-332 - (2n)-01	2017	1	25	ULA	66.768	1	5	130	6	2017_Loc1
Mo17/PHW30-281 - (2n)-01	2017	1	24	FUELA	76.47966667	3	5	122	6	2017_Loc1
Mo17/PHW30-281 - (2n)-01	2017	1	24	MLA	72.58733333	4	5	122	6	2017_Loc1
Mo17/PHW30-281 - (2n)-01	2017	1	24	TUELA	68.738	2	5	122	6	2017_Loc1
Mo17/PHW30-281 - (2n)-01	2017	1	24	ULA	64.72233333	1	5	122	6	2017_Loc1
Mo17/PHW30-262 - (2n)-01	2017	1	22	FUELA	69.326	3	5	116	6	2017_Loc1
Mo17/PHW30-262 - (2n)-01	2017	1	22	MLA	66.47633333	4	5	116	6	2017_Loc1
Mo17/PHW30-262 - (2n)-01	2017	1	22	TUELA	59.188	2	5	116	6	2017_Loc1
Mo17/PHW30-262 - (2n)-01	2017	1	22	ULA	52.883	1	5	116	6	2017_Loc1
B73/PHW30-285 - (2n)-01	2017	1	21	FUELA	71.709	3	4	46	6	2017_Loc1
B73/PHW30-285 - (2n)-01	2017	1	21	MLA	69.33666667	4	4	46	6	2017_Loc1
B73/PHW30-285 - (2n)-01	2017	1	21	TUELA	78.03533333	2	4	46	6	2017_Loc1
B73/PHW30-285 - (2n)-01	2017	1	21	ULA	77.48933333	1	4	46	6	2017_Loc1
Mo17/PHW30-148 - (2n)-01	2017	1	20	FUELA	61.24133333	3	5	95	6	2017_Loc1
Mo17/PHW30-148 - (2n)-01	2017	1	20	MLA	70.96366667	4	5	95	6	2017_Loc1
Mo17/PHW30-148 - (2n)-01	2017	1	20	TUELA	47.27	2	5	95	6	2017_Loc1
Mo17/PHW30-148 - (2n)-01	2017	1	20	ULA	42.51033333	1	5	95	6	2017_Loc1
B73/PHW30-098 - (2n)-03	2017	1	19	FUELA	68.396	3	4	18	6	2017_Loc1
B73/PHW30-098 - (2n)-03	2017	1	19	MLA	65.39233333	4	4	18	6	2017_Loc1
B73/PHW30-098 - (2n)-03	2017	1	19	TUELA	68.147	2	4	18	6	2017_Loc1
B73/PHW30-098 - (2n)-03	2017	1	19	ULA	71.01766667	1	4	18	6	2017_Loc1
B73/PHW30-392 - (2n)-01	2017	1	18	FUELA	70.00166667	3	4	57	6	2017_Loc1
B73/PHW30-392 - (2n)-01	2017	1	18	MLA	66.73933333	4	4	57	6	2017_Loc1
B73/PHW30-392 - (2n)-01	2017	1	18	TUELA	71.04566667	2	4	57	6	2017_Loc1
B73/PHW30-392 - (2n)-01	2017	1	18	ULA	76.28133333	1	4	57	6	2017_Loc1
Mo17/PHW30-086 - (2n)-02	2017	1	17	FUELA	67.22	3	5	82	6	2017_Loc1
Mo17/PHW30-086 - (2n)-02	2017	1	17	MLA	73.83	4	5	82	6	2017_Loc1
Mo17/PHW30-086 - (2n)-02	2017	1	17	TUELA	71.247	2	5	82	6	2017_Loc1
Mo17/PHW30-086 - (2n)-02	2017	1	17	ULA	73.733	1	5	82	6	2017_Loc1
PHW30/B73-302 - (2n)-01	2017	1	16	FUELA	67.45433333	3	4	193	6	2017_Loc1
PHW30/B73-302 - (2n)-01	2017	1	16	MLA	57.84833333	4	4	193	6	2017_Loc1
PHW30/B73-302 - (2n)-01	2017	1	16	TUELA	69.81166667	2	4	193	6	2017_Loc1
PHW30/B73-302 - (2n)-01	2017	1	16	ULA	75.80333333	1	4	193	6	2017_Loc1
Mo17/PHW30-292 - (2n)-01	2017	1	15	FUELA	68.21666667	3	5	123	6	2017_Loc1
Mo17/PHW30-292 - (2n)-01	2017	1	15	MLA	65.04966667	4	5	123	6	2017_Loc1
Mo17/PHW30-292 - (2n)-01	2017	1	15	TUELA	75.08133333	2	5	123	6	2017_Loc1
Mo17/PHW30-292 - (2n)-01	2017	1	15	ULA	64.30866667	1	5	123	6	2017_Loc1
PHW30/B73-097 - (2n)-01	2017	1	14	FUELA	72.32733333	3	4	163	6	2017_Loc1
PHW30/B73-097 - (2n)-01	2017	1	14	MLA	73.04166667	4	4	163	6	2017_Loc1
PHW30/B73-097 - (2n)-01	2017	1	14	TUELA	74.43	2	4	163	6	2017_Loc1
PHW30/B73-097 - (2n)-01	2017	1	14	ULA	77.961	1	4	163	6	2017_Loc1
PHW30/Mo17-252 - (2n)-02	2017	1	13	FUELA	64.562	3	5	300	6	2017_Loc1
PHW30/Mo17-252 - (2n)-02	2017	1	13	MLA	69.06166667	4	5	300	6	2017_Loc1
PHW30/Mo17-252 - (2n)-02	2017	1	13	TUELA	64.712	2	5	300	6	2017_Loc1
PHW30/Mo17-252 - (2n)-02	2017	1	13	ULA	66.581	1	5	300	6	2017_Loc1
PHW30/B73-434 - (2n)-01	2017	1	12	FUELA	70.88766667	3	4	215	6	2017_Loc1
PHW30/B73-434 - (2n)-01	2017	1	12	MLA	65.36	4	4	215	6	2017_Loc1
PHW30/B73-434 - (2n)-01	2017	1	12	TUELA	65.33766667	2	4	215	6	2017_Loc1
PHW30/B73-434 - (2n)-01	2017	1	12	ULA	66.073	1	4	215	6	2017_Loc1
Mo17/PHW30-279 - (2n)-01	2017	1	11	FUELA	63.85033333	3	5	120	6	2017_Loc1
Mo17/PHW30-279 - (2n)-01	2017	1	11	MLA	63.89666667	4	5	120	6	2017_Loc1
Mo17/PHW30-279 - (2n)-01	2017	1	11	TUELA	64.39066667	2	5	120	6	2017_Loc1
Mo17/PHW30-279 - (2n)-01	2017	1	11	ULA	62.19833333	1	5	120	6	2017_Loc1
B73/PHW30-152 - (2n)-01	2017	1	10	FUELA	55.87233333	3	4	24	6	2017_Loc1
B73/PHW30-152 - (2n)-01	2017	1	10	MLA	63.76666667	4	4	24	6	2017_Loc1
B73/PHW30-152 - (2n)-01	2017	1	10	TUELA	64.317	2	4	24	6	2017_Loc1
B73/PHW30-152 - (2n)-01	2017	1	10	ULA	67.68233333	1	4	24	6	2017_Loc1
PHW30/Mo17-089 - (2n)-01	2017	1	9	FUELA	75.57	3	5	252	7	2017_Loc1
PHW30/Mo17-089 - (2n)-01	2017	1	9	MLA	72.344	4	5	252	7	2017_Loc1
PHW30/Mo17-089 - (2n)-01	2017	1	9	TUELA	73.502	2	5	252	7	2017_Loc1
PHW30/Mo17-089 - (2n)-01	2017	1	9	ULA	69.054	1	5	252	7	2017_Loc1
B73/PHW30-166 - (2n)-01	2017	1	10	FUELA	76.92033333	3	4	28	7	2017_Loc1
B73/PHW30-166 - (2n)-01	2017	1	10	MLA	69.447	4	4	28	7	2017_Loc1
B73/PHW30-166 - (2n)-01	2017	1	10	TUELA	80.203	2	4	28	7	2017_Loc1
B73/PHW30-166 - (2n)-01	2017	1	10	ULA	82.628	1	4	28	7	2017_Loc1
PHW30/Mo17-234 - (2n)-02	2017	1	11	FUELA	82.33666667	3	5	296	7	2017_Loc1
PHW30/Mo17-234 - (2n)-02	2017	1	11	MLA	79.809	4	5	296	7	2017_Loc1
PHW30/Mo17-234 - (2n)-02	2017	1	11	TUELA	82.378	2	5	296	7	2017_Loc1
PHW30/Mo17-234 - (2n)-02	2017	1	11	ULA	77.45033333	1	5	296	7	2017_Loc1
Mo17/PHW30-324 - (2n)-01	2017	1	12	FUELA	58.37	3	5	128	7	2017_Loc1
Mo17/PHW30-324 - (2n)-01	2017	1	12	MLA	62.088	4	5	128	7	2017_Loc1
Mo17/PHW30-324 - (2n)-01	2017	1	12	TUELA	50.80866667	2	5	128	7	2017_Loc1
Mo17/PHW30-324 - (2n)-01	2017	1	12	ULA	35.01533333	1	5	128	7	2017_Loc1
PHW30/Mo17-026 - (2n)-02	2017	1	13	FUELA	67.09266667	3	5	223	7	2017_Loc1
PHW30/Mo17-026 - (2n)-02	2017	1	13	MLA	73.43433333	4	5	223	7	2017_Loc1
PHW30/Mo17-026 - (2n)-02	2017	1	13	TUELA	69.09133333	2	5	223	7	2017_Loc1
PHW30/Mo17-026 - (2n)-02	2017	1	13	ULA	66.01766667	1	5	223	7	2017_Loc1
Mo17/PHW30-081 - (2n)-03	2017	1	14	FUELA	64.056	3	5	78	7	2017_Loc1
Mo17/PHW30-081 - (2n)-03	2017	1	14	MLA	75.974	4	5	78	7	2017_Loc1
Mo17/PHW30-081 - (2n)-03	2017	1	14	TUELA	54.45466667	2	5	78	7	2017_Loc1
Mo17/PHW30-081 - (2n)-03	2017	1	14	ULA	53.392	1	5	78	7	2017_Loc1
PHW30/Mo17-178 - (2n)-02	2017	1	15	FUELA	72.44666667	3	5	286	7	2017_Loc1
PHW30/Mo17-178 - (2n)-02	2017	1	15	MLA	61.197	4	5	286	7	2017_Loc1
PHW30/Mo17-178 - (2n)-02	2017	1	15	TUELA	74.74066667	2	5	286	7	2017_Loc1
PHW30/Mo17-178 - (2n)-02	2017	1	15	ULA	67.50633333	1	5	286	7	2017_Loc1
PHW30/Mo17-188 - (2n)-01	2017	1	16	FUELA	72.91833333	3	5	290	7	2017_Loc1
PHW30/Mo17-188 - (2n)-01	2017	1	16	MLA	75.39333333	4	5	290	7	2017_Loc1
PHW30/Mo17-188 - (2n)-01	2017	1	16	TUELA	73.87033333	2	5	290	7	2017_Loc1
PHW30/Mo17-188 - (2n)-01	2017	1	16	ULA	60.47766667	1	5	290	7	2017_Loc1
PHW30/Mo17-187 - (2n)-02	2017	1	17	FUELA	78.40266667	3	5	289	7	2017_Loc1
PHW30/Mo17-187 - (2n)-02	2017	1	17	MLA	72.39233333	4	5	289	7	2017_Loc1
PHW30/Mo17-187 - (2n)-02	2017	1	17	TUELA	80.40333333	2	5	289	7	2017_Loc1
PHW30/Mo17-187 - (2n)-02	2017	1	17	ULA	73.49833333	1	5	289	7	2017_Loc1
Mo17/PHW30-184 - (2n)-01	2017	1	18	FUELA	74.69733333	3	5	102	7	2017_Loc1
Mo17/PHW30-184 - (2n)-01	2017	1	18	MLA	67.64433333	4	5	102	7	2017_Loc1
Mo17/PHW30-184 - (2n)-01	2017	1	18	TUELA	79.30466667	2	5	102	7	2017_Loc1
Mo17/PHW30-184 - (2n)-01	2017	1	18	ULA	68.369	1	5	102	7	2017_Loc1
Mo17/PHW30-309 - (2n)-01	2017	1	19	FUELA	63.15633333	3	5	124	7	2017_Loc1
Mo17/PHW30-309 - (2n)-01	2017	1	19	MLA	68.71333333	4	5	124	7	2017_Loc1
Mo17/PHW30-309 - (2n)-01	2017	1	19	TUELA	49.45633333	2	5	124	7	2017_Loc1
Mo17/PHW30-309 - (2n)-01	2017	1	19	ULA	43.331	1	5	124	7	2017_Loc1
B73/PHW30-396 - (2n)-01	2017	1	20	FUELA	50.96766667	3	4	58	7	2017_Loc1
B73/PHW30-396 - (2n)-01	2017	1	20	MLA	52.35166667	4	4	58	7	2017_Loc1
B73/PHW30-396 - (2n)-01	2017	1	20	TUELA	62.55	2	4	58	7	2017_Loc1
B73/PHW30-396 - (2n)-01	2017	1	20	ULA	66.615	1	4	58	7	2017_Loc1
PHW30/B73-169 - (2n)-02	2017	1	21	FUELA	56.32333333	3	4	175	7	2017_Loc1
PHW30/B73-169 - (2n)-02	2017	1	21	MLA	60.44366667	4	4	175	7	2017_Loc1
PHW30/B73-169 - (2n)-02	2017	1	21	TUELA	64.19866667	2	4	175	7	2017_Loc1
PHW30/B73-169 - (2n)-02	2017	1	21	ULA	68.91233333	1	4	175	7	2017_Loc1
PHW30/Mo17-061 - (2n)-02	2017	1	22	FUELA	56.98333333	3	5	242	7	2017_Loc1
PHW30/Mo17-061 - (2n)-02	2017	1	22	MLA	55.24533333	4	5	242	7	2017_Loc1
PHW30/Mo17-061 - (2n)-02	2017	1	22	TUELA	53.65	2	5	242	7	2017_Loc1
PHW30/Mo17-061 - (2n)-02	2017	1	22	ULA	37.402	1	5	242	7	2017_Loc1
PHW30/B73-351 - (2n)-01	2017	1	23	FUELA	58.68533333	3	4	203	7	2017_Loc1
PHW30/B73-351 - (2n)-01	2017	1	23	MLA	59.04966667	4	4	203	7	2017_Loc1
PHW30/B73-351 - (2n)-01	2017	1	23	TUELA	64.11866667	2	4	203	7	2017_Loc1
PHW30/B73-351 - (2n)-01	2017	1	23	ULA	56.663	1	4	203	7	2017_Loc1
PHW30/Mo17-298 - (2n)-01	2017	1	24	FUELA	66.10666667	3	5	305	7	2017_Loc1
PHW30/Mo17-298 - (2n)-01	2017	1	24	MLA	57.547	4	5	305	7	2017_Loc1
PHW30/Mo17-298 - (2n)-01	2017	1	24	TUELA	65.67833333	2	5	305	7	2017_Loc1
