Coded_Trait	Trait	Year	Loc	Env	Range	Pass	Pedigree	Pop	Gen
6	lin_a	2017	1	2017_Loc1	2	34	B73/PHW30-385 - (2n)-03	4	56
6	lin_a	2017	2	2017_Loc2	5	23	B73/PHW30-385 - (2n)-03	4	56
6	lin_a	2018	1	2018_Loc1	10	36	B73/PHW30-385 - (2n)-03	4	56
6	lin_a	2017	1	2017_Loc1	6	18	B73/PHW30-392 - (2n)-01	4	57
6	lin_a	2017	2	2017_Loc2	7	24	B73/PHW30-392 - (2n)-01	4	57
6	lin_a	2018	1	2018_Loc1	10	29	B73/PHW30-392 - (2n)-01	4	57
6	lin_a	2017	1	2017_Loc1	7	20	B73/PHW30-396 - (2n)-01	4	58
6	lin_a	2017	2	2017_Loc2	3	24	B73/PHW30-396 - (2n)-01	4	58
6	lin_a	2018	1	2018_Loc1	9	35	B73/PHW30-396 - (2n)-01	4	58
6	lin_a	2017	1	2017_Loc1	3	25	B73/PHW30-396 - (2n)-02	4	59
6	lin_a	2017	2	2017_Loc2	7	10	B73/PHW30-396 - (2n)-02	4	59
6	lin_a	2018	1	2018_Loc1	7	29	B73/PHW30-396 - (2n)-02	4	59
6	lin_a	2017	1	2017_Loc1	4	46	B73/PHW30-409 - (2n)-01	4	60
6	lin_a	2017	2	2017_Loc2	5	18	B73/PHW30-409 - (2n)-01	4	60
6	lin_a	2018	1	2018_Loc1	8	21	B73/PHW30-409 - (2n)-01	4	60
6	lin_a	2017	1	2017_Loc1	1	30	B73/PHW30-409 - (2n)-02	4	61
6	lin_a	2017	2	2017_Loc2	4	22	B73/PHW30-409 - (2n)-02	4	61
6	lin_a	2018	1	2018_Loc1	8	16	B73/PHW30-409 - (2n)-02	4	61
6	lin_a	2017	1	2017_Loc1	7	44	B73/PHW30-412 - (2n)-01	4	62
6	lin_a	2017	2	2017_Loc2	1	36	B73/PHW30-412 - (2n)-01	4	62
6	lin_a	2018	1	2018_Loc1	4	21	B73/PHW30-412 - (2n)-01	4	62
6	lin_a	2017	1	2017_Loc1	5	26	B73/PHW30-412 - (2n)-02	4	63
6	lin_a	2017	2	2017_Loc2	1	21	B73/PHW30-412 - (2n)-02	4	63
6	lin_a	2018	1	2018_Loc1	11	9	B73/PHW30-412 - (2n)-02	4	63
6	lin_a	2017	1	2017_Loc1	9	14	Mo17/PHW30-008 - (2n)-01	5	64
6	lin_a	2017	2	2017_Loc2	7	32	Mo17/PHW30-008 - (2n)-01	5	64
6	lin_a	2018	1	2018_Loc1	7	25	Mo17/PHW30-008 - (2n)-01	5	64
6	lin_a	2017	1	2017_Loc1	3	32	Mo17/PHW30-008 - (2n)-02	5	65
6	lin_a	2017	2	2017_Loc2	10	20	Mo17/PHW30-008 - (2n)-02	5	65
6	lin_a	2018	1	2018_Loc1	9	13	Mo17/PHW30-008 - (2n)-02	5	65
6	lin_a	2017	1	2017_Loc1	8	43	Mo17/PHW30-009 - (2n)-01	5	66
6	lin_a	2017	2	2017_Loc2	1	9	Mo17/PHW30-009 - (2n)-01	5	66
6	lin_a	2018	1	2018_Loc1	8	18	Mo17/PHW30-009 - (2n)-01	5	66
6	lin_a	2017	1	2017_Loc1	4	27	Mo17/PHW30-013 - (2n)-01	5	67
6	lin_a	2017	2	2017_Loc2	7	22	Mo17/PHW30-013 - (2n)-01	5	67
6	lin_a	2018	1	2018_Loc1	4	9	Mo17/PHW30-013 - (2n)-01	5	67
6	lin_a	2017	1	2017_Loc1	4	33	Mo17/PHW30-013 - (2n)-02	5	68
6	lin_a	2017	2	2017_Loc2	10	7	Mo17/PHW30-013 - (2n)-02	5	68
6	lin_a	2018	1	2018_Loc1	6	26	Mo17/PHW30-013 - (2n)-02	5	68
6	lin_a	2017	1	2017_Loc1	3	33	Mo17/PHW30-016 - (2n)-01	5	69
6	lin_a	2017	2	2017_Loc2	2	31	Mo17/PHW30-016 - (2n)-01	5	69
6	lin_a	2018	1	2018_Loc1	11	25	Mo17/PHW30-016 - (2n)-01	5	69
6	lin_a	2017	1	2017_Loc1	8	9	Mo17/PHW30-016 - (2n)-02	5	70
6	lin_a	2017	2	2017_Loc2	9	23	Mo17/PHW30-016 - (2n)-02	5	70
6	lin_a	2018	1	2018_Loc1	1	32	Mo17/PHW30-016 - (2n)-02	5	70
6	lin_a	2017	1	2017_Loc1	2	30	Mo17/PHW30-044 - (2n)-01	5	71
6	lin_a	2017	2	2017_Loc2	1	27	Mo17/PHW30-044 - (2n)-01	5	71
6	lin_a	2018	1	2018_Loc1	6	29	Mo17/PHW30-044 - (2n)-01	5	71
6	lin_a	2017	1	2017_Loc1	4	26	Mo17/PHW30-044 - (2n)-02	5	72
6	lin_a	2017	2	2017_Loc2	8	29	Mo17/PHW30-044 - (2n)-02	5	72
6	lin_a	2018	1	2018_Loc1	7	24	Mo17/PHW30-044 - (2n)-02	5	72
6	lin_a	2017	1	2017_Loc1	1	18	Mo17/PHW30-075 - (2n)-01	5	73
6	lin_a	2017	2	2017_Loc2	7	6	Mo17/PHW30-075 - (2n)-01	5	73
6	lin_a	2018	1	2018_Loc1	3	7	Mo17/PHW30-075 - (2n)-01	5	73
6	lin_a	2017	2	2017_Loc2	2	33	Mo17/PHW30-075 - (2n)-02	5	74
6	lin_a	2018	1	2018_Loc1	8	25	Mo17/PHW30-075 - (2n)-02	5	74
6	lin_a	2017	1	2017_Loc1	3	42	Mo17/PHW30-080 - (2n)-01	5	75
6	lin_a	2017	2	2017_Loc2	5	20	Mo17/PHW30-080 - (2n)-01	5	75
6	lin_a	2018	1	2018_Loc1	8	26	Mo17/PHW30-080 - (2n)-01	5	75
6	lin_a	2017	1	2017_Loc1	3	19	Mo17/PHW30-080 - (2n)-02	5	76
6	lin_a	2017	2	2017_Loc2	1	15	Mo17/PHW30-080 - (2n)-02	5	76
6	lin_a	2018	1	2018_Loc1	5	9	Mo17/PHW30-080 - (2n)-02	5	76
6	lin_a	2017	1	2017_Loc1	7	29	Mo17/PHW30-081 - (2n)-01	5	77
6	lin_a	2017	2	2017_Loc2	8	19	Mo17/PHW30-081 - (2n)-01	5	77
6	lin_a	2018	1	2018_Loc1	9	27	Mo17/PHW30-081 - (2n)-01	5	77
6	lin_a	2017	1	2017_Loc1	7	14	Mo17/PHW30-081 - (2n)-03	5	78
6	lin_a	2017	2	2017_Loc2	1	28	Mo17/PHW30-081 - (2n)-03	5	78
6	lin_a	2018	1	2018_Loc1	3	14	Mo17/PHW30-081 - (2n)-03	5	78
6	lin_a	2017	1	2017_Loc1	9	19	Mo17/PHW30-084 - (2n)-01	5	79
6	lin_a	2017	2	2017_Loc2	11	19	Mo17/PHW30-084 - (2n)-01	5	79
6	lin_a	2018	1	2018_Loc1	4	33	Mo17/PHW30-084 - (2n)-01	5	79
6	lin_a	2017	1	2017_Loc1	4	45	Mo17/PHW30-084 - (2n)-02	5	80
6	lin_a	2017	2	2017_Loc2	8	28	Mo17/PHW30-084 - (2n)-02	5	80
6	lin_a	2018	1	2018_Loc1	8	24	Mo17/PHW30-084 - (2n)-02	5	80
6	lin_a	2017	1	2017_Loc1	3	15	Mo17/PHW30-086 - (2n)-01	5	81
6	lin_a	2017	2	2017_Loc2	5	19	Mo17/PHW30-086 - (2n)-01	5	81
6	lin_a	2018	1	2018_Loc1	1	5	Mo17/PHW30-086 - (2n)-01	5	81
6	lin_a	2017	1	2017_Loc1	6	17	Mo17/PHW30-086 - (2n)-02	5	82
6	lin_a	2017	2	2017_Loc2	4	30	Mo17/PHW30-086 - (2n)-02	5	82
6	lin_a	2018	1	2018_Loc1	9	24	Mo17/PHW30-086 - (2n)-02	5	82
6	lin_a	2017	1	2017_Loc1	2	36	Mo17/PHW30-089 - (2n)-01	5	83
6	lin_a	2017	2	2017_Loc2	10	31	Mo17/PHW30-089 - (2n)-01	5	83
6	lin_a	2018	1	2018_Loc1	7	35	Mo17/PHW30-089 - (2n)-01	5	83
6	lin_a	2017	1	2017_Loc1	5	45	Mo17/PHW30-089 - (2n)-02	5	84
6	lin_a	2017	2	2017_Loc2	2	6	Mo17/PHW30-089 - (2n)-02	5	84
6	lin_a	2018	1	2018_Loc1	2	35	Mo17/PHW30-089 - (2n)-02	5	84
6	lin_a	2017	1	2017_Loc1	3	16	Mo17/PHW30-091 - (2n)-01	5	85
6	lin_a	2017	2	2017_Loc2	11	17	Mo17/PHW30-091 - (2n)-01	5	85
6	lin_a	2018	1	2018_Loc1	3	15	Mo17/PHW30-091 - (2n)-01	5	85
6	lin_a	2017	1	2017_Loc1	6	32	Mo17/PHW30-091 - (2n)-02	5	86
6	lin_a	2017	2	2017_Loc2	1	17	Mo17/PHW30-091 - (2n)-02	5	86
6	lin_a	2018	1	2018_Loc1	1	22	Mo17/PHW30-091 - (2n)-02	5	86
6	lin_a	2017	1	2017_Loc1	8	48	Mo17/PHW30-094 - (2n)-01	5	87
6	lin_a	2017	2	2017_Loc2	1	18	Mo17/PHW30-094 - (2n)-01	5	87
6	lin_a	2018	1	2018_Loc1	8	10	Mo17/PHW30-094 - (2n)-01	5	87
6	lin_a	2017	1	2017_Loc1	5	23	Mo17/PHW30-109 - (2n)-01	5	88
6	lin_a	2017	2	2017_Loc2	6	24	Mo17/PHW30-109 - (2n)-01	5	88
6	lin_a	2017	1	2017_Loc1	3	31	Mo17/PHW30-121 - (2n)-02	5	89
6	lin_a	2017	2	2017_Loc2	5	21	Mo17/PHW30-121 - (2n)-02	5	89
6	lin_a	2018	1	2018_Loc1	6	10	Mo17/PHW30-121 - (2n)-02	5	89
6	lin_a	2017	1	2017_Loc1	8	20	Mo17/PHW30-121 - (2n)-03	5	90
6	lin_a	2017	2	2017_Loc2	8	20	Mo17/PHW30-121 - (2n)-03	5	90
6	lin_a	2018	1	2018_Loc1	6	33	Mo17/PHW30-121 - (2n)-03	5	90
6	lin_a	2017	1	2017_Loc1	3	30	Mo17/PHW30-126 - (2n)-01	5	91
6	lin_a	2017	2	2017_Loc2	3	6	Mo17/PHW30-126 - (2n)-01	5	91
6	lin_a	2018	1	2018_Loc1	7	22	Mo17/PHW30-126 - (2n)-01	5	91
6	lin_a	2017	1	2017_Loc1	2	43	Mo17/PHW30-126 - (2n)-02	5	92
6	lin_a	2017	2	2017_Loc2	8	15	Mo17/PHW30-126 - (2n)-02	5	92
6	lin_a	2018	1	2018_Loc1	8	32	Mo17/PHW30-126 - (2n)-02	5	92
6	lin_a	2017	1	2017_Loc1	4	39	Mo17/PHW30-133 - (2n)-01	5	93
6	lin_a	2017	2	2017_Loc2	2	27	Mo17/PHW30-133 - (2n)-01	5	93
6	lin_a	2018	1	2018_Loc1	4	23	Mo17/PHW30-133 - (2n)-01	5	93
6	lin_a	2017	1	2017_Loc1	3	29	Mo17/PHW30-133 - (2n)-02	5	94
6	lin_a	2017	2	2017_Loc2	2	29	Mo17/PHW30-133 - (2n)-02	5	94
6	lin_a	2018	1	2018_Loc1	1	29	Mo17/PHW30-133 - (2n)-02	5	94
6	lin_a	2017	1	2017_Loc1	6	20	Mo17/PHW30-148 - (2n)-01	5	95
6	lin_a	2017	2	2017_Loc2	9	32	Mo17/PHW30-148 - (2n)-01	5	95
6	lin_a	2018	1	2018_Loc1	9	14	Mo17/PHW30-148 - (2n)-01	5	95
6	lin_a	2017	1	2017_Loc1	8	33	Mo17/PHW30-148 - (2n)-02	5	96
6	lin_a	2017	2	2017_Loc2	8	31	Mo17/PHW30-148 - (2n)-02	5	96
6	lin_a	2018	1	2018_Loc1	4	17	Mo17/PHW30-148 - (2n)-02	5	96
6	lin_a	2017	1	2017_Loc1	1	26	Mo17/PHW30-153 - (2n)-03	5	97
6	lin_a	2017	2	2017_Loc2	1	25	Mo17/PHW30-153 - (2n)-03	5	97
6	lin_a	2018	1	2018_Loc1	2	21	Mo17/PHW30-153 - (2n)-03	5	97
6	lin_a	2017	1	2017_Loc1	5	20	Mo17/PHW30-153 - (2n)-04	5	98
6	lin_a	2017	2	2017_Loc2	9	27	Mo17/PHW30-153 - (2n)-04	5	98
6	lin_a	2018	1	2018_Loc1	7	27	Mo17/PHW30-153 - (2n)-04	5	98
6	lin_a	2017	1	2017_Loc1	3	9	Mo17/PHW30-157 - (2n)-01	5	99
6	lin_a	2017	2	2017_Loc2	4	21	Mo17/PHW30-157 - (2n)-01	5	99
6	lin_a	2018	1	2018_Loc1	5	13	Mo17/PHW30-157 - (2n)-01	5	99
6	lin_a	2017	1	2017_Loc1	5	19	Mo17/PHW30-160 - (2n)-01	5	100
6	lin_a	2017	2	2017_Loc2	3	10	Mo17/PHW30-160 - (2n)-01	5	100
6	lin_a	2018	1	2018_Loc1	11	17	Mo17/PHW30-160 - (2n)-01	5	100
6	lin_a	2017	1	2017_Loc1	1	40	Mo17/PHW30-160 - (2n)-02	5	101
6	lin_a	2017	2	2017_Loc2	9	26	Mo17/PHW30-160 - (2n)-02	5	101
6	lin_a	2018	1	2018_Loc1	1	18	Mo17/PHW30-160 - (2n)-02	5	101
6	lin_a	2017	1	2017_Loc1	7	18	Mo17/PHW30-184 - (2n)-01	5	102
6	lin_a	2017	2	2017_Loc2	3	33	Mo17/PHW30-184 - (2n)-01	5	102
6	lin_a	2018	1	2018_Loc1	8	6	Mo17/PHW30-184 - (2n)-01	5	102
6	lin_a	2017	1	2017_Loc1	9	24	Mo17/PHW30-184 - (2n)-02	5	103
6	lin_a	2017	2	2017_Loc2	6	33	Mo17/PHW30-184 - (2n)-02	5	103
6	lin_a	2018	1	2018_Loc1	3	28	Mo17/PHW30-184 - (2n)-02	5	103
6	lin_a	2017	1	2017_Loc1	4	11	Mo17/PHW30-200 - (2n)-01	5	104
6	lin_a	2017	2	2017_Loc2	10	17	Mo17/PHW30-200 - (2n)-01	5	104
6	lin_a	2018	1	2018_Loc1	9	23	Mo17/PHW30-200 - (2n)-01	5	104
6	lin_a	2017	1	2017_Loc1	9	15	Mo17/PHW30-200 - (2n)-02	5	105
6	lin_a	2017	2	2017_Loc2	4	11	Mo17/PHW30-200 - (2n)-02	5	105
6	lin_a	2018	1	2018_Loc1	4	6	Mo17/PHW30-200 - (2n)-02	5	105
6	lin_a	2017	1	2017_Loc1	4	17	Mo17/PHW30-217 - (2n)-01	5	106
6	lin_a	2017	2	2017_Loc2	6	26	Mo17/PHW30-217 - (2n)-01	5	106
6	lin_a	2018	1	2018_Loc1	10	16	Mo17/PHW30-217 - (2n)-01	5	106
6	lin_a	2017	1	2017_Loc1	8	45	Mo17/PHW30-217 - (2n)-02	5	107
6	lin_a	2017	2	2017_Loc2	5	30	Mo17/PHW30-217 - (2n)-02	5	107
6	lin_a	2018	1	2018_Loc1	7	15	Mo17/PHW30-217 - (2n)-02	5	107
6	lin_a	2017	1	2017_Loc1	6	48	Mo17/PHW30-231 - (2n)-01	5	108
6	lin_a	2017	2	2017_Loc2	9	31	Mo17/PHW30-231 - (2n)-01	5	108
6	lin_a	2018	1	2018_Loc1	8	30	Mo17/PHW30-231 - (2n)-01	5	108
6	lin_a	2017	1	2017_Loc1	8	39	Mo17/PHW30-231 - (2n)-03	5	109
6	lin_a	2017	2	2017_Loc2	6	34	Mo17/PHW30-231 - (2n)-03	5	109
6	lin_a	2018	1	2018_Loc1	4	5	Mo17/PHW30-231 - (2n)-03	5	109
6	lin_a	2017	1	2017_Loc1	4	36	Mo17/PHW30-235 - (2n)-01	5	110
6	lin_a	2017	2	2017_Loc2	11	9	Mo17/PHW30-235 - (2n)-01	5	110
6	lin_a	2018	1	2018_Loc1	7	11	Mo17/PHW30-235 - (2n)-01	5	110
6	lin_a	2017	1	2017_Loc1	8	38	Mo17/PHW30-235 - (2n)-02	5	111
6	lin_a	2017	2	2017_Loc2	5	11	Mo17/PHW30-235 - (2n)-02	5	111
6	lin_a	2018	1	2018_Loc1	8	35	Mo17/PHW30-235 - (2n)-02	5	111
6	lin_a	2017	1	2017_Loc1	7	45	Mo17/PHW30-248 - (2n)-01	5	112
6	lin_a	2017	2	2017_Loc2	5	16	Mo17/PHW30-248 - (2n)-01	5	112
6	lin_a	2018	1	2018_Loc1	2	19	Mo17/PHW30-248 - (2n)-01	5	112
6	lin_a	2017	1	2017_Loc1	3	24	Mo17/PHW30-248 - (2n)-02	5	113
6	lin_a	2017	2	2017_Loc2	11	20	Mo17/PHW30-248 - (2n)-02	5	113
6	lin_a	2018	1	2018_Loc1	6	11	Mo17/PHW30-248 - (2n)-02	5	113
6	lin_a	2017	1	2017_Loc1	8	23	Mo17/PHW30-254 - (2n)-01	5	114
6	lin_a	2017	2	2017_Loc2	4	32	Mo17/PHW30-254 - (2n)-01	5	114
6	lin_a	2018	1	2018_Loc1	10	12	Mo17/PHW30-254 - (2n)-01	5	114
6	lin_a	2017	1	2017_Loc1	6	47	Mo17/PHW30-254 - (2n)-02	5	115
6	lin_a	2017	2	2017_Loc2	9	11	Mo17/PHW30-254 - (2n)-02	5	115
6	lin_a	2018	1	2018_Loc1	4	24	Mo17/PHW30-254 - (2n)-02	5	115
6	lin_a	2017	1	2017_Loc1	6	22	Mo17/PHW30-262 - (2n)-01	5	116
6	lin_a	2017	2	2017_Loc2	5	10	Mo17/PHW30-262 - (2n)-01	5	116
6	lin_a	2018	1	2018_Loc1	4	20	Mo17/PHW30-262 - (2n)-01	5	116
6	lin_a	2017	1	2017_Loc1	4	15	Mo17/PHW30-262 - (2n)-02	5	117
6	lin_a	2017	2	2017_Loc2	10	15	Mo17/PHW30-262 - (2n)-02	5	117
6	lin_a	2018	1	2018_Loc1	3	27	Mo17/PHW30-262 - (2n)-02	5	117
6	lin_a	2017	1	2017_Loc1	2	24	Mo17/PHW30-275 - (2n)-01	5	118
6	lin_a	2017	2	2017_Loc2	7	7	Mo17/PHW30-275 - (2n)-01	5	118
6	lin_a	2018	1	2018_Loc1	6	16	Mo17/PHW30-275 - (2n)-01	5	118
6	lin_a	2017	1	2017_Loc1	2	14	Mo17/PHW30-275 - (2n)-02	5	119
6	lin_a	2017	2	2017_Loc2	2	14	Mo17/PHW30-275 - (2n)-02	5	119
6	lin_a	2018	1	2018_Loc1	1	26	Mo17/PHW30-275 - (2n)-02	5	119
6	lin_a	2017	1	2017_Loc1	6	11	Mo17/PHW30-279 - (2n)-01	5	120
6	lin_a	2017	2	2017_Loc2	3	18	Mo17/PHW30-279 - (2n)-01	5	120
6	lin_a	2018	1	2018_Loc1	2	10	Mo17/PHW30-279 - (2n)-01	5	120
6	lin_a	2017	1	2017_Loc1	4	28	Mo17/PHW30-279 - (2n)-02	5	121
6	lin_a	2017	2	2017_Loc2	11	16	Mo17/PHW30-279 - (2n)-02	5	121
6	lin_a	2018	1	2018_Loc1	7	8	Mo17/PHW30-279 - (2n)-02	5	121
6	lin_a	2017	1	2017_Loc1	6	24	Mo17/PHW30-281 - (2n)-01	5	122
6	lin_a	2017	2	2017_Loc2	8	10	Mo17/PHW30-281 - (2n)-01	5	122
6	lin_a	2018	1	2018_Loc1	4	19	Mo17/PHW30-281 - (2n)-01	5	122
6	lin_a	2017	1	2017_Loc1	6	15	Mo17/PHW30-292 - (2n)-01	5	123
6	lin_a	2017	2	2017_Loc2	9	15	Mo17/PHW30-292 - (2n)-01	5	123
6	lin_a	2018	1	2018_Loc1	3	11	Mo17/PHW30-292 - (2n)-01	5	123
6	lin_a	2017	1	2017_Loc1	7	19	Mo17/PHW30-309 - (2n)-01	5	124
6	lin_a	2017	2	2017_Loc2	6	31	Mo17/PHW30-309 - (2n)-01	5	124
6	lin_a	2018	1	2018_Loc1	11	11	Mo17/PHW30-309 - (2n)-01	5	124
6	lin_a	2017	1	2017_Loc1	7	41	Mo17/PHW30-309 - (2n)-02	5	125
6	lin_a	2017	2	2017_Loc2	9	16	Mo17/PHW30-309 - (2n)-02	5	125
6	lin_a	2018	1	2018_Loc1	10	6	Mo17/PHW30-309 - (2n)-02	5	125
6	lin_a	2017	1	2017_Loc1	9	12	Mo17/PHW30-314 - (2n)-01	5	126
6	lin_a	2017	2	2017_Loc2	9	12	Mo17/PHW30-314 - (2n)-01	5	126
6	lin_a	2018	1	2018_Loc1	10	13	Mo17/PHW30-314 - (2n)-01	5	126
6	lin_a	2017	1	2017_Loc1	9	13	Mo17/PHW30-321 - (2n)-01	5	127
6	lin_a	2017	2	2017_Loc2	4	26	Mo17/PHW30-321 - (2n)-01	5	127
6	lin_a	2018	1	2018_Loc1	2	34	Mo17/PHW30-321 - (2n)-01	5	127
6	lin_a	2017	1	2017_Loc1	7	12	Mo17/PHW30-324 - (2n)-01	5	128
6	lin_a	2017	2	2017_Loc2	5	28	Mo17/PHW30-324 - (2n)-01	5	128
6	lin_a	2018	1	2018_Loc1	5	23	Mo17/PHW30-324 - (2n)-01	5	128
6	lin_a	2017	1	2017_Loc1	5	13	Mo17/PHW30-324 - (2n)-02	5	129
6	lin_a	2017	2	2017_Loc2	7	5	Mo17/PHW30-324 - (2n)-02	5	129
6	lin_a	2018	1	2018_Loc1	9	7	Mo17/PHW30-324 - (2n)-02	5	129
6	lin_a	2017	1	2017_Loc1	6	25	Mo17/PHW30-332 - (2n)-01	5	130
6	lin_a	2017	2	2017_Loc2	9	33	Mo17/PHW30-332 - (2n)-01	5	130
6	lin_a	2018	1	2018_Loc1	2	33	Mo17/PHW30-332 - (2n)-01	5	130
6	lin_a	2017	1	2017_Loc1	4	31	Mo17/PHW30-332 - (2n)-02	5	131
6	lin_a	2017	2	2017_Loc2	11	15	Mo17/PHW30-332 - (2n)-02	5	131
6	lin_a	2018	1	2018_Loc1	2	15	Mo17/PHW30-332 - (2n)-02	5	131
6	lin_a	2017	1	2017_Loc1	1	17	Mo17/PHW30-341 - (2n)-01	5	132
6	lin_a	2017	2	2017_Loc2	9	19	Mo17/PHW30-341 - (2n)-01	5	132
6	lin_a	2018	1	2018_Loc1	7	28	Mo17/PHW30-341 - (2n)-01	5	132
6	lin_a	2017	1	2017_Loc1	5	17	Mo17/PHW30-341 - (2n)-02	5	133
6	lin_a	2017	2	2017_Loc2	3	5	Mo17/PHW30-341 - (2n)-02	5	133
6	lin_a	2018	1	2018_Loc1	1	6	Mo17/PHW30-341 - (2n)-02	5	133
6	lin_a	2017	1	2017_Loc1	5	38	Mo17/PHW30-389 - (2n)-02	5	134
6	lin_a	2017	2	2017_Loc2	2	17	Mo17/PHW30-389 - (2n)-02	5	134
6	lin_a	2018	1	2018_Loc1	5	28	Mo17/PHW30-389 - (2n)-02	5	134
6	lin_a	2017	1	2017_Loc1	2	47	Mo17/PHW30-389 - (2n)-03	5	135
6	lin_a	2017	2	2017_Loc2	1	32	Mo17/PHW30-389 - (2n)-03	5	135
6	lin_a	2018	1	2018_Loc1	7	9	Mo17/PHW30-389 - (2n)-03	5	135
6	lin_a	2017	1	2017_Loc1	6	40	Mo17/PHW30-409 - (2n)-01	5	136
6	lin_a	2017	2	2017_Loc2	7	18	Mo17/PHW30-409 - (2n)-01	5	136
6	lin_a	2018	1	2018_Loc1	1	28	Mo17/PHW30-409 - (2n)-01	5	136
6	lin_a	2017	1	2017_Loc1	6	36	Mo17/PHW30-409 - (2n)-02	5	137
6	lin_a	2017	2	2017_Loc2	2	32	Mo17/PHW30-409 - (2n)-02	5	137
6	lin_a	2018	1	2018_Loc1	9	5	Mo17/PHW30-409 - (2n)-02	5	137
6	lin_a	2017	1	2017_Loc1	2	37	Mo17/PHW30-429 - (2n)-01	5	138
6	lin_a	2017	2	2017_Loc2	6	32	Mo17/PHW30-429 - (2n)-01	5	138
6	lin_a	2018	1	2018_Loc1	1	23	Mo17/PHW30-429 - (2n)-01	5	138
6	lin_a	2017	1	2017_Loc1	3	20	Mo17/PHW30-429 - (2n)-02	5	139
6	lin_a	2017	2	2017_Loc2	7	28	Mo17/PHW30-429 - (2n)-02	5	139
6	lin_a	2018	1	2018_Loc1	1	20	Mo17/PHW30-429 - (2n)-02	5	139
6	lin_a	2017	1	2017_Loc1	5	16	Mo17/PHW30-430 - (2n)-01	5	140
6	lin_a	2017	2	2017_Loc2	6	30	Mo17/PHW30-430 - (2n)-01	5	140
6	lin_a	2018	1	2018_Loc1	6	32	Mo17/PHW30-430 - (2n)-01	5	140
6	lin_a	2017	1	2017_Loc1	5	35	Mo17/PHW30-430 - (2n)-02	5	141
6	lin_a	2017	2	2017_Loc2	5	36	Mo17/PHW30-430 - (2n)-02	5	141
6	lin_a	2018	1	2018_Loc1	6	21	Mo17/PHW30-430 - (2n)-02	5	141
6	lin_a	2017	1	2017_Loc1	5	30	Mo17/PHW30-454 - (2n)-01	5	142
6	lin_a	2017	2	2017_Loc2	6	36	Mo17/PHW30-454 - (2n)-01	5	142
6	lin_a	2018	1	2018_Loc1	5	30	Mo17/PHW30-454 - (2n)-01	5	142
6	lin_a	2017	1	2017_Loc1	5	21	Mo17/PHW30-454 - (2n)-02	5	143
6	lin_a	2017	2	2017_Loc2	2	25	Mo17/PHW30-454 - (2n)-02	5	143
6	lin_a	2018	1	2018_Loc1	4	7	Mo17/PHW30-454 - (2n)-02	5	143
6	lin_a	2017	1	2017_Loc1	3	48	Mo17/PHW30-455 - (2n)-01	5	144
6	lin_a	2017	2	2017_Loc2	3	34	Mo17/PHW30-455 - (2n)-01	5	144
6	lin_a	2018	1	2018_Loc1	5	31	Mo17/PHW30-455 - (2n)-01	5	144
6	lin_a	2017	1	2017_Loc1	7	36	Mo17/PHW30-456 - (2n)-01	5	145
6	lin_a	2017	2	2017_Loc2	9	20	Mo17/PHW30-456 - (2n)-01	5	145
6	lin_a	2018	1	2018_Loc1	5	5	Mo17/PHW30-456 - (2n)-01	5	145
6	lin_a	2017	1	2017_Loc1	1	48	Mo17/PHW30-456 - (2n)-02	5	146
6	lin_a	2017	2	2017_Loc2	10	9	Mo17/PHW30-456 - (2n)-02	5	146
6	lin_a	2018	1	2018_Loc1	5	24	Mo17/PHW30-456 - (2n)-02	5	146
6	lin_a	2017	1	2017_Loc1	2	23	PHW30/B73-002 - (2n)-01	4	147
6	lin_a	2017	2	2017_Loc2	11	5	PHW30/B73-002 - (2n)-01	4	147
6	lin_a	2018	1	2018_Loc1	1	14	PHW30/B73-002 - (2n)-01	4	147
6	lin_a	2017	1	2017_Loc1	1	28	PHW30/B73-002 - (2n)-02	4	148
6	lin_a	2017	2	2017_Loc2	9	18	PHW30/B73-002 - (2n)-02	4	148
6	lin_a	2018	1	2018_Loc1	5	17	PHW30/B73-002 - (2n)-02	4	148
6	lin_a	2017	1	2017_Loc1	2	46	PHW30/B73-009 - (2n)-01	4	149
6	lin_a	2017	2	2017_Loc2	4	15	PHW30/B73-009 - (2n)-01	4	149
6	lin_a	2018	1	2018_Loc1	10	19	PHW30/B73-009 - (2n)-01	4	149
6	lin_a	2017	1	2017_Loc1	5	41	PHW30/B73-009 - (2n)-02	4	150
6	lin_a	2017	2	2017_Loc2	9	29	PHW30/B73-009 - (2n)-02	4	150
6	lin_a	2018	1	2018_Loc1	11	24	PHW30/B73-009 - (2n)-02	4	150
6	lin_a	2017	1	2017_Loc1	8	22	PHW30/B73-015 - (2n)-01	4	151
6	lin_a	2017	2	2017_Loc2	7	14	PHW30/B73-015 - (2n)-01	4	151
6	lin_a	2018	1	2018_Loc1	9	26	PHW30/B73-015 - (2n)-01	4	151
6	lin_a	2017	1	2017_Loc1	8	24	PHW30/B73-015 - (2n)-02	4	152
6	lin_a	2017	2	2017_Loc2	3	31	PHW30/B73-015 - (2n)-02	4	152
6	lin_a	2018	1	2018_Loc1	4	10	PHW30/B73-015 - (2n)-02	4	152
6	lin_a	2017	1	2017_Loc1	1	41	PHW30/B73-029 - (2n)-01	4	153
6	lin_a	2017	2	2017_Loc2	7	13	PHW30/B73-029 - (2n)-01	4	153
6	lin_a	2018	1	2018_Loc1	2	7	PHW30/B73-029 - (2n)-01	4	153
