RecId	Pedigree	Year	Loc	Range	Pass	Trait	Value
3281795	PHW30/B73-045 - (2n)-01	2016	1	4	12	ULA	68.0016
3281796	PHW30/Mo17-161 - (2n)-01	2016	1	4	13	ULA	76.04
3281797	Mo17/PHW30-016 - (2n)-02	2016	1	4	14	ULA	72.2988
3281798	PHW30	2016	1	4	15	ULA	75.1233
3281799	B73	2016	1	4	16	ULA	77.15
3281800	B73/PHW30-141 - (2n)-01	2016	1	4	17	ULA	75.8394
3281801	PHW30/Mo17-061 - (2n)-01	2016	1	4	18	ULA	80.3392
3281802	PHW30/B73-311 - (2n)-01	2016	1	4	19	ULA	62.8816
3281803	Mo17/PHW30-153 - (2n)-03	2016	1	4	20	ULA	72.341
3281804	PHW30/B73-324 - (2n)-01	2016	1	4	21	ULA	72.8878
3281805	PHW30/Mo17-076 - (2n)-02	2016	1	4	22	ULA	50.59183333
3281806	PHW30/B73-097 - (2n)-01	2016	1	4	23	ULA	77.971
3281807	Mo17	2016	1	4	24	ULA	47.9012
3281808	PHW30/B73-302 - (2n)-01	2016	1	4	25	ULA	73.8178
3281809	Mo17/PHW30-200 - (2n)-01	2016	1	4	26	ULA	76.7594
3281810	B73/PHW30-368 - (2n)-02	2016	1	4	27	ULA	78.6232
3281811	Mo17/PHW30-126 - (2n)-02	2016	1	4	28	ULA	46.1664
3281812	Mo17/PHW30-275 - (2n)-01	2016	1	4	29	ULA	68.7142
3281813	Mo17/PHW30-429 - (2n)-01	2016	1	4	30	ULA	59.7148
3281814	Mo17/PHW30-075 - (2n)-01	2016	1	4	31	ULA	57.8404
3281815	PHW30/Mo17-297 - (2n)-01	2016	1	4	32	ULA	66.4302
3281816	B73/PHW30-396 - (2n)-02	2016	1	4	33	ULA	63.1888
3281817	B73/PHW30-392 - (2n)-01	2016	1	4	34	ULA	77.7308
3281818	PHW30/B73-372 - (2n)-01	2016	1	4	35	ULA	66.4948
3281819	PHW30/Mo17-113 - (2n)-01	2016	1	4	36	ULA	79.459
3281851	B73	2016	1	5	5	ULA	76.8648
3281850	B73/PHW30-163 - (2n)-02	2016	1	5	6	ULA	75.1556
3281849	PHW30/B73-287 - (2n)-01	2016	1	5	7	ULA	73.801
3281848	Mo17/PHW30-262 - (2n)-01	2016	1	5	8	ULA	60.7242
3281847	PHW30/B73-351 - (2n)-02	2016	1	5	9	ULA	55.173
3281846	PHW30/Mo17-107 - (2n)-01	2016	1	5	10	ULA	75.5942
3281845	PHW30/Mo17-059 - (2n)-02	2016	1	5	11	ULA	74.0352
3281844	PHW30/Mo17-165 - (2n)-02	2016	1	5	12	ULA	49.424
3281843	Mo17/PHW30-091 - (2n)-01	2016	1	5	13	ULA	55.4542
3281842	B73/PHW30-258 - (2n)-01	2016	1	5	14	ULA	76.20475
3281841	PHW30/Mo17-195 - (2n)-02	2016	1	5	15	ULA	36.4534
3281840	PHW30/B73-434 - (2n)-02	2016	1	5	16	ULA	73.6906
3281839	PHW30/Mo17-166 - (2n)-01	2016	1	5	17	ULA	78.8448
3281838	B73/PHW30-409 - (2n)-01	2016	1	5	18	ULA	47.563
3281837	B73/PHW30-102 - (2n)-03	2016	1	5	19	ULA	76.0695
3281836	B73/PHW30-302 - (2n)-01	2016	1	5	20	ULA	77.0124
3281835	PHW30/Mo17-054 - (2n)-02	2016	1	5	21	ULA	77.6666
3281834	Mo17/PHW30-016 - (2n)-01	2016	1	5	22	ULA	65.901
3281833	Mo17/PHW30-455 - (2n)-01	2016	1	5	23	ULA	66.9196
3281832	PHW30/B73-241 - (2n)-02	2016	1	5	24	ULA	62.2038
3281831	PHW30/Mo17-026 - (2n)-02	2016	1	5	25	ULA	67.5034
3281830	PHW30/Mo17-308 - (2n)-02	2016	1	5	26	ULA	78.3646
3281829	PHW30/Mo17-178 - (2n)-02	2016	1	5	27	ULA	76.6515
3281828	PHW30	2016	1	5	28	ULA	73.637
3281827	PHW30/B73-326 - (2n)-01	2016	1	5	29	ULA	80.2982
3281826	PHW30/B73-121 - (2n)-01	2016	1	5	30	ULA	74.42333333
3281825	Mo17	2016	1	5	31	ULA	56.4694
3281824	Mo17/PHW30-084 - (2n)-02	2016	1	5	32	ULA	59.5592
3281823	PHW30/B73-015 - (2n)-02	2016	1	5	33	ULA	58.023
3281822	Mo17/PHW30-008 - (2n)-01	2016	1	5	34	ULA	66.1666
3281821	B73/PHW30-256 - (2n)-01	2016	1	5	35	ULA	79.463
3281820	B73/PHW30-385 - (2n)-03	2016	1	5	36	ULA	66.469
3281852	Mo17/PHW30-332 - (2n)-01	2016	1	6	5	ULA	72.5212
3281853	Mo17/PHW30-084 - (2n)-01	2016	1	6	6	ULA	41.5728
3281854	Mo17/PHW30-235 - (2n)-02	2016	1	6	7	ULA	61.8466
3281855	PHW30/Mo17-054 - (2n)-01	2016	1	6	8	ULA	67.985
3281856	PHW30/Mo17-019 - (2n)-02	2016	1	6	9	ULA	60.6616
3281857	Mo17/PHW30-430 - (2n)-02	2016	1	6	10	ULA	54.7284
3281858	PHW30/Mo17-299 - (2n)-02	2016	1	6	11	ULA	66.5862
3281859	PHW30/B73-060 - (2n)-02	2016	1	6	12	ULA	71.902
3281860	PHW30/Mo17-064 - (2n)-02	2016	1	6	13	ULA	57.8156
3281861	PHW30/Mo17-028 - (2n)-01	2016	1	6	14	ULA	53.138
3281862	PHW30/Mo17-141 - (2n)-02	2016	1	6	15	ULA	59.3602
3281863	B73	2016	1	6	16	ULA	73.8508
3281864	B73/PHW30-068 - (2n)-02	2016	1	6	17	ULA	66.5432
3281865	Mo17/PHW30-044 - (2n)-01	2016	1	6	18	ULA	56.0582
3281866	PHW30/B73-421 - (2n)-01	2016	1	6	19	ULA	78.9168
3281867	PHW30/Mo17-194 - (2n)-02	2016	1	6	20	ULA	67.84
3281868	B73/PHW30-102 - (2n)-01	2016	1	6	21	ULA	77.2996
3281869	Mo17/PHW30-321 - (2n)-01	2016	1	6	22	ULA	75.6166
3281870	Mo17	2016	1	6	23	ULA	52.1172
3281871	PHW30	2016	1	6	24	ULA	76.8282
3281872	PHW30/Mo17-155 - (2n)-01	2016	1	6	25	ULA	57.422
3281873	B73/PHW30-186 - (2n)-02	2016	1	6	26	ULA	73.9114
3281874	PHW30/B73-009 - (2n)-02	2016	1	6	27	ULA	71.8712
3281875	B73/PHW30-196 - (2n)-01	2016	1	6	28	ULA	80.3446
3281876	PHW30/B73-002 - (2n)-02	2016	1	6	29	ULA	61.2864
3281877	PHW30/B73-243 - (2n)-02	2016	1	6	30	ULA	74.2425
3281878	B73/PHW30-098 - (2n)-03	2016	1	6	31	ULA	71.5656
3281879	PHW30/B73-241 - (2n)-01	2016	1	6	32	ULA	74.7794
3281880	B73/PHW30-207 - (2n)-02	2016	1	6	33	ULA	69.0394
3281881	B73/PHW30-152 - (2n)-01	2016	1	6	34	ULA	62.4594
3281882	B73/PHW30-237 - (2n)-02	2016	1	6	35	ULA	78.8824
3281883	B73/PHW30-226 - (2n)-01	2016	1	6	36	ULA	79.85066667
3281915	B73	2016	1	7	5	ULA	76.025
3281914	B73/PHW30-285 - (2n)-01	2016	1	7	6	ULA	71.7706
3281913	B73/PHW30-064 - (2n)-02	2016	1	7	7	ULA	70.9936
3281912	Mo17/PHW30-121 - (2n)-03	2016	1	7	8	ULA	81.496
3281911	Mo17/PHW30-089 - (2n)-01	2016	1	7	9	ULA	61.1532
3281910	PHW30/B73-015 - (2n)-01	2016	1	7	10	ULA	67.721
3281909	Mo17/PHW30-008 - (2n)-02	2016	1	7	11	ULA	47.2098
3281908	B73/PHW30-316 - (2n)-01	2016	1	7	12	ULA	81.251
3281907	PHW30/Mo17-059 - (2n)-01	2016	1	7	13	ULA	71.4764
3281906	PHW30/Mo17-037 - (2n)-01	2016	1	7	14	ULA	54.7494
3281905	PHW30/B73-161 - (2n)-02	2016	1	7	15	ULA	66.6228
3281904	B73/PHW30-026 - (2n)-01	2016	1	7	16	ULA	76.367
3281903	PHW30/Mo17-095 - (2n)-01	2016	1	7	17	ULA	45.9558
3281902	PHW30/B73-341 - (2n)-01	2016	1	7	18	ULA	64.5268
3281901	PHW30/B73-060 - (2n)-01	2016	1	7	19	ULA	74.7358
3281900	PHW30/Mo17-010 - (2n)-01	2016	1	7	20	ULA	56.272
3281899	PHW30/Mo17-252 - (2n)-01	2016	1	7	21	ULA	63.2114
3281898	PHW30/B73-401 - (2n)-02	2016	1	7	22	ULA	49.8406
3281897	PHW30/Mo17-101 - (2n)-01	2016	1	7	23	ULA	51.7126
3281896	B73/PHW30-368 - (2n)-01	2016	1	7	24	ULA	78.3674
3281895	Mo17/PHW30-275 - (2n)-02	2016	1	7	25	ULA	77.147
3281894	PHW30/Mo17-242 - (2n)-01	2016	1	7	26	ULA	74.8266
3281893	PHW30/Mo17-077 - (2n)-01	2016	1	7	27	ULA	69.4264
3281892	PHW30/Mo17-003 - (2n)-01	2016	1	7	28	ULA	83.7604
3281891	PHW30/B73-066 - (2n)-01	2016	1	7	29	ULA	76.04166667
3281890	Mo17/PHW30-081 - (2n)-01	2016	1	7	30	ULA	61.655
3281889	Mo17	2016	1	7	31	ULA	55.5052
3281888	PHW30/B73-169 - (2n)-02	2016	1	7	32	ULA	67.5182
3281887	PHW30	2016	1	7	33	ULA	76.2854
3281886	PHW30/B73-232 - (2n)-02	2016	1	7	34	ULA	65.2936
3281885	Mo17/PHW30-454 - (2n)-01	2016	1	7	35	ULA	60.1154
3281884	PHW30/Mo17-188 - (2n)-01	2016	1	7	36	ULA	68.0666
3281916	Mo17	2016	1	8	5	ULA	49.2154
3281917	B73/PHW30-098 - (2n)-01	2016	1	8	6	ULA	66.1334
3281918	PHW30/B73-161 - (2n)-01	2016	1	8	7	ULA	69.0204
3281919	B73	2016	1	8	8	ULA	75.2564
3281920	PHW30/B73-143 - (2n)-01	2016	1	8	9	ULA	64.6538
3281921	PHW30/B73-055 - (2n)-01	2016	1	8	10	ULA	68.6202
3281922	Mo17/PHW30-235 - (2n)-01	2016	1	8	11	ULA	61.971
3281923	PHW30/B73-184 - (2n)-02	2016	1	8	12	ULA	54.5292
3281924	PHW30/Mo17-298 - (2n)-01	2016	1	8	13	ULA	61.6838
3281925	B73/PHW30-063 - (2n)-02	2016	1	8	14	ULA	
3281926	Mo17/PHW30-262 - (2n)-02	2016	1	8	15	ULA	75.8882
3281927	Mo17/PHW30-324 - (2n)-02	2016	1	8	16	ULA	47.9744
3281928	B73/PHW30-237 - (2n)-01	2016	1	8	17	ULA	77.311
3281929	PHW30/B73-292 - (2n)-01	2016	1	8	18	ULA	65.8228
3281930	Mo17/PHW30-081 - (2n)-03	2016	1	8	19	ULA	61.5508
3281931	PHW30/Mo17-088 - (2n)-01	2016	1	8	20	ULA	57.1798
3281932	PHW30/Mo17-129 - (2n)-02	2016	1	8	21	ULA	43.0704
3281933	PHW30	2016	1	8	22	ULA	74.9706
3281934	PHW30/B73-078 - (2n)-02	2016	1	8	23	ULA	75.697
3281935	Mo17/PHW30-309 - (2n)-01	2016	1	8	24	ULA	44.4674
3281936	PHW30/B73-009 - (2n)-01	2016	1	8	25	ULA	59.1042
3281937	PHW30/Mo17-107 - (2n)-02	2016	1	8	26	ULA	70.682
3281938	B73/PHW30-097 - (2n)-02	2016	1	8	27	ULA	68.3676
3281939	Mo17/PHW30-086 - (2n)-02	2016	1	8	28	ULA	74.4904
3281940	PHW30/Mo17-252 - (2n)-02	2016	1	8	29	ULA	69.32266667
3281941	PHW30/Mo17-033 - (2n)-01	2016	1	8	30	ULA	71.66
3281942	Mo17/PHW30-184 - (2n)-01	2016	1	8	31	ULA	75.0344
3281943	Mo17/PHW30-314 - (2n)-01	2016	1	8	32	ULA	60.1202
3281944	PHW30/B73-157 - (2n)-01	2016	1	8	33	ULA	67.8392
3281945	PHW30/Mo17-064 - (2n)-01	2016	1	8	34	ULA	59.6432
3281946	PHW30/B73-326 - (2n)-02	2016	1	8	35	ULA	74.1874
3281947	B73/PHW30-183 - (2n)-02	2016	1	8	36	ULA	77.879
3281979	B73/PHW30-252 - (2n)-01	2016	1	9	5	ULA	74.647
3281978	PHW30/Mo17-142 - (2n)-01	2016	1	9	6	ULA	65.4758
3281977	Mo17/PHW30-231 - (2n)-03	2016	1	9	7	ULA	55.1436
3281976	PHW30/Mo17-194 - (2n)-01	2016	1	9	8	ULA	52.3268
3281975	Mo17/PHW30-080 - (2n)-02	2016	1	9	9	ULA	75.7035
3281974	Mo17/PHW30-341 - (2n)-01	2016	1	9	10	ULA	51.0604
3281973	PHW30/Mo17-032 - (2n)-02	2016	1	9	11	ULA	80.0262
3281972	PHW30/Mo17-028 - (2n)-02	2016	1	9	12	ULA	65.3178
3281971	PHW30/B73-434 - (2n)-01	2016	1	9	13	ULA	69.2192
3281970	PHW30/Mo17-113 - (2n)-02	2016	1	9	14	ULA	56.6324
3281969	PHW30/Mo17-051 - (2n)-02	2016	1	9	15	ULA	78.5646
3281968	Mo17/PHW30-013 - (2n)-02	2016	1	9	16	ULA	75.3818
3281967	B73	2016	1	9	17	ULA	76.629
3281966	PHW30/B73-097 - (2n)-02	2016	1	9	18	ULA	83.846
3281965	B73/PHW30-211 - (2n)-01	2016	1	9	19	ULA	71.0934
3281964	B73/PHW30-302 - (2n)-02	2016	1	9	20	ULA	62.4276
3281963	Mo17	2016	1	9	21	ULA	47.2968
3281962	Mo17/PHW30-160 - (2n)-02	2016	1	9	22	ULA	48.9492
3281961	PHW30	2016	1	9	23	ULA	77.714
3281960	B73/PHW30-100 - (2n)-02	2016	1	9	24	ULA	81.2578
3281959	PHW30/B73-204 - (2n)-01	2016	1	9	25	ULA	72.9458
3281958	PHW30/Mo17-278 - (2n)-01	2016	1	9	26	ULA	62.629
3281957	B73/PHW30-207 - (2n)-01	2016	1	9	27	ULA	56.7234
3281956	B73/PHW30-166 - (2n)-01	2016	1	9	28	ULA	79.9566
3281955	PHW30/Mo17-049 - (2n)-02	2016	1	9	29	ULA	50.2914
3281954	Mo17/PHW30-430 - (2n)-01	2016	1	9	30	ULA	52.57
3281953	PHW30/B73-184 - (2n)-01	2016	1	9	31	ULA	72.4328
3281952	B73/PHW30-288 - (2n)-02	2016	1	9	32	ULA	82.155
3281951	PHW30/Mo17-141 - (2n)-01	2016	1	9	33	ULA	61.7768
3281950	Mo17/PHW30-157 - (2n)-01	2016	1	9	34	ULA	70.6154
3281949	PHW30/Mo17-161 - (2n)-02	2016	1	9	35	ULA	60.9958
3281948	PHW30/Mo17-085 - (2n)-01	2016	1	9	36	ULA	69.9918
3281980	PHW30/Mo17-242 - (2n)-02	2016	1	10	5	ULA	61.656
3281981	Mo17/PHW30-013 - (2n)-01	2016	1	10	6	ULA	57.788
3281982	PHW30/B73-287 - (2n)-02	2016	1	10	7	ULA	60.3678
3281983	PHW30/B73-421 - (2n)-03	2016	1	10	8	ULA	76.99066667
3281984	PHW30/Mo17-234 - (2n)-01	2016	1	10	9	ULA	77.7444
3281985	Mo17	2016	1	10	10	ULA	52.5898
3281986	PHW30	2016	1	10	11	ULA	78.1118
3281987	PHW30/Mo17-139 - (2n)-01	2016	1	10	12	ULA	54.847
3281988	PHW30/Mo17-160 - (2n)-01	2016	1	10	13	ULA	64.3224
3281989	PHW30/B73-269 - (2n)-01	2016	1	10	14	ULA	67.2812
3281990	PHW30/B73-221 - (2n)-01	2016	1	10	15	ULA	54.6214
3281991	PHW30/Mo17-049 - (2n)-01	2016	1	10	16	ULA	42.4942
3281992	PHW30/B73-157 - (2n)-03	2016	1	10	17	ULA	67.69133333
3281993	PHW30/B73-232 - (2n)-01	2016	1	10	18	ULA	75.0332
3281994	B73/PHW30-097 - (2n)-01	2016	1	10	19	ULA	58.4824
3281995	PHW30/Mo17-077 - (2n)-02	2016	1	10	20	ULA	74.2628
3281996	Mo17/PHW30-075 - (2n)-02	2016	1	10	21	ULA	34.199
3281997	PHW30/Mo17-308 - (2n)-01	2016	1	10	22	ULA	75.361
3281998	B73/PHW30-348 - (2n)-01	2016	1	10	23	ULA	61.05
3281999	B73/PHW30-186 - (2n)-01	2016	1	10	24	ULA	73.407
3282000	Mo17/PHW30-086 - (2n)-01	2016	1	10	25	ULA	78.4128
3282001	PHW30/Mo17-088 - (2n)-02	2016	1	10	26	ULA	76.2215
3282002	PHW30/Mo17-315 - (2n)-01	2016	1	10	27	ULA	77.8122
3282003	B73/PHW30-100 - (2n)-01	2016	1	10	28	ULA	79.4442
3282004	B73/PHW30-183 - (2n)-01	2016	1	10	29	ULA	81.364
3282005	PHW30/B73-169 - (2n)-01	2016	1	10	30	ULA	
3282006	Mo17/PHW30-094 - (2n)-01	2016	1	10	31	ULA	55.1638
3282007	PHW30/Mo17-187 - (2n)-02	2016	1	10	32	ULA	80.1552
3282008	B73/PHW30-396 - (2n)-01	2016	1	10	33	ULA	75.142
3282009	B73	2016	1	10	34	ULA	76.913
3282010	Mo17/PHW30-153 - (2n)-04	2016	1	10	35	ULA	67.4388
3282011	PHW30/Mo17-089 - (2n)-02	2016	1	10	36	ULA	72.3472
3282043	Mo17/PHW30-044 - (2n)-02	2016	1	11	5	ULA	58.601
3282042	PHW30/Mo17-165 - (2n)-01	2016	1	11	6	ULA	65.4344
3282041	B73/PHW30-036 - (2n)-02	2016	1	11	7	ULA	75.8638
3282040	PHW30/Mo17-076 - (2n)-01	2016	1	11	8	ULA	45.3696
3282039	Mo17/PHW30-160 - (2n)-01	2016	1	11	9	ULA	55.4088
3282038	PHW30/B73-078 - (2n)-01	2016	1	11	10	ULA	76.0926
3282037	B73/PHW30-412 - (2n)-02	2016	1	11	11	ULA	62.1604
3282036	PHW30/Mo17-019 - (2n)-01	2016	1	11	12	ULA	43.772
3282035	Mo17/PHW30-389 - (2n)-02	2016	1	11	13	ULA	60.264
3282034	B73/PHW30-201 - (2n)-01	2016	1	11	14	ULA	69.159
3282033	Mo17/PHW30-217 - (2n)-02	2016	1	11	15	ULA	68.0124
3282032	B73/PHW30-288 - (2n)-01	2016	1	11	16	ULA	84.221
3282031	PHW30	2016	1	11	17	ULA	76.62
3282030	B73	2016	1	11	18	ULA	76.52
3282029	PHW30/B73-355 - (2n)-02	2016	1	11	19	ULA	71.2
3282028	PHW30/Mo17-136 - (2n)-01	2016	1	11	20	ULA	74.761
3282027	PHW30/B73-311 - (2n)-02	2016	1	11	21	ULA	74.949
3282026	PHW30/Mo17-032 - (2n)-01	2016	1	11	22	ULA	76.0136
3282025	PHW30/B73-221 - (2n)-02	2016	1	11	23	ULA	59.6602
3282024	PHW30/Mo17-157 - (2n)-01	2016	1	11	24	ULA	64.2982
3282023	Mo17/PHW30-121 - (2n)-02	2016	1	11	25	ULA	67.9032
3282022	PHW30/Mo17-234 - (2n)-02	2016	1	11	26	ULA	81.6724
3282021	B73/PHW30-211 - (2n)-03	2016	1	11	27	ULA	75.5732
3282020	PHW30/Mo17-139 - (2n)-02	2016	1	11	28	ULA	69.7332
3282019	PHW30/Mo17-099 - (2n)-01	2016	1	11	29	ULA	56.2734
3282018	B73/PHW30-041 - (2n)-01	2016	1	11	30	ULA	68.0392
3282017	Mo17	2016	1	11	31	ULA	57.6714
3282016	B73/PHW30-163 - (2n)-01	2016	1	11	32	ULA	72.519
3282015	Mo17/PHW30-080 - (2n)-01	2016	1	11	33	ULA	71.8758
3282014	PHW30/B73-139 - (2n)-02	2016	1	11	34	ULA	71.8034
3282013	PHW30/B73-390 - (2n)-01	2016	1	11	35	ULA	74.0314
3282012	B73/PHW30-258 - (2n)-02	2016	1	11	36	ULA	77.74333333
3282044	Mo17/PHW30-231 - (2n)-01	2016	1	12	5	ULA	54.474
3282045	Mo17/PHW30-200 - (2n)-02	2016	1	12	6	ULA	58.8038
3282046	Mo17	2016	1	12	7	ULA	48.3618
3282047	Mo17/PHW30-184 - (2n)-02	2016	1	12	8	ULA	65.0884
3282048	Mo17/PHW30-389 - (2n)-03	2016	1	12	9	ULA	63.1218
3282049	PHW30/Mo17-026 - (2n)-01	2016	1	12	10	ULA	67.9444
3282050	PHW30/Mo17-315 - (2n)-02	2016	1	12	11	ULA	82.99833333
3282051	PHW30/Mo17-195 - (2n)-01	2016	1	12	12	ULA	46.4576
3282052	PHW30/B73-401 - (2n)-01	2016	1	12	13	ULA	70.0286
3282053	PHW30	2016	1	12	14	ULA	77.5822
3282054	Mo17/PHW30-454 - (2n)-02	2016	1	12	15	ULA	65.705
3282055	B73/PHW30-063 - (2n)-01	2016	1	12	16	ULA	63.503
3282056	B73	2016	1	12	17	ULA	74.1108
3282057	Mo17/PHW30-254 - (2n)-01	2016	1	12	18	ULA	77.219
3282058	Mo17/PHW30-248 - (2n)-01	2016	1	12	19	ULA	78.8726
3282059	B73/PHW30-036 - (2n)-01	2016	1	12	20	ULA	69.1956
3282060	B73/PHW30-412 - (2n)-01	2016	1	12	21	ULA	71.5734
3282061	Mo17/PHW30-148 - (2n)-01	2016	1	12	22	ULA	56.263
3282062	PHW30/B73-351 - (2n)-01	2016	1	12	23	ULA	58.5474
3282063	PHW30/B73-139 - (2n)-01	2016	1	12	24	ULA	71.0244
3282064	PHW30/Mo17-304 - (2n)-02	2016	1	12	25	ULA	
3282065	B73/PHW30-385 - (2n)-01	2016	1	12	26	ULA	69.1406
3303881	PHW30/Mo17-157 - (2n)-01	2016	2	4	5	ULA	73.21398313
3303882	Mo17/PHW30-121 - (2n)-03	2016	2	4	6	ULA	75.98785495
3303883	PHW30/B73-139 - (2n)-02	2016	2	4	7	ULA	70.33747913
3303884	Mo17	2016	2	4	8	ULA	52.48651037
3303885	PHW30/Mo17-157 - (2n)-02	2016	2	4	9	ULA	71.42555957
3303886	B73	2016	2	4	10	ULA	77.93180141
3303887	B73/PHW30-163 - (2n)-01	2016	2	4	11	ULA	72.78897947
3303888	PHW30/Mo17-160 - (2n)-01	2016	2	4	12	ULA	67.8025602
3303889	PHW30/Mo17-064 - (2n)-01	2016	2	4	13	ULA	59.78282815
3303890	B73/PHW30-385 - (2n)-01	2016	2	4	14	ULA	67.84771514
