RecId	Trait	Loc	LA	PedId	Loc Seq#	Experiment	Entry	Pass	Range	Source	Pedigree	Notes
4085848	MLA	1	79.03366666666666	3229341	48	MD-OBS1	48	21	3	15WJMY:Dziev:0284	Mo17/PHW30-153 - (2n)-03	NA
4085848	TUELA	1	73.83333333333334	3229341	48	MD-OBS1	48	21	3	15WJMY:Dziev:0284	Mo17/PHW30-153 - (2n)-03	NA
4085848	ULA	1	73.53999999999999	3229341	48	MD-OBS1	48	21	3	15WJMY:Dziev:0284	Mo17/PHW30-153 - (2n)-03	NA
4085849	FUELA	1	62.525666666666666	3226193	49	MD-OBS1	49	20	3	15WJMY:Dziev:0029	PHW30/B73-311 - (2n)-01	NA
4085849	MLA	1	62.74933333333333	3226193	49	MD-OBS1	49	20	3	15WJMY:Dziev:0029	PHW30/B73-311 - (2n)-01	NA
4085849	TUELA	1	67.62666666666667	3226193	49	MD-OBS1	49	20	3	15WJMY:Dziev:0029	PHW30/B73-311 - (2n)-01	NA
4085849	ULA	1	70.52533333333334	3226193	49	MD-OBS1	49	20	3	15WJMY:Dziev:0029	PHW30/B73-311 - (2n)-01	NA
4085850	FUELA	1	70.38633333333334	3229343	50	MD-OBS1	50	19	3	15WJMY:Dziev:0286	Mo17/PHW30-248 - (2n)-01	NA
4085850	MLA	1	68.96066666666667	3229343	50	MD-OBS1	50	19	3	15WJMY:Dziev:0286	Mo17/PHW30-248 - (2n)-01	NA
4085850	TUELA	1	75.92066666666666	3229343	50	MD-OBS1	50	19	3	15WJMY:Dziev:0286	Mo17/PHW30-248 - (2n)-01	NA
4085850	ULA	1	76.24966666666667	3229343	50	MD-OBS1	50	19	3	15WJMY:Dziev:0286	Mo17/PHW30-248 - (2n)-01	NA
4085851	FUELA	1	67.47033333333334	3229203	51	MD-OBS1	51	18	3	15WJMY:Dziev:0143	PHW30/Mo17-010 - (2n)-01	NA
4085851	MLA	1	65.513	3229203	51	MD-OBS1	51	18	3	15WJMY:Dziev:0143	PHW30/Mo17-010 - (2n)-01	NA
4085851	TUELA	1	61.86233333333333	3229203	51	MD-OBS1	51	18	3	15WJMY:Dziev:0143	PHW30/Mo17-010 - (2n)-01	NA
4085851	ULA	1	43.843666666666664	3229203	51	MD-OBS1	51	18	3	15WJMY:Dziev:0143	PHW30/Mo17-010 - (2n)-01	NA
4085852	FUELA	1	70.25750000000001	3229163	52	MD-OBS1	52	17	3	15WJMY:Dziev:0099	B73/PHW30-064 - (2n)-02	NA
4085852	MLA	1	67.53233333333333	3229163	52	MD-OBS1	52	17	3	15WJMY:Dziev:0099	B73/PHW30-064 - (2n)-02	NA
4085852	TUELA	1	72.008	3229163	52	MD-OBS1	52	17	3	15WJMY:Dziev:0099	B73/PHW30-064 - (2n)-02	NA
4085852	ULA	1	74.472	3229163	52	MD-OBS1	52	17	3	15WJMY:Dziev:0099	B73/PHW30-064 - (2n)-02	NA
4085853	FUELA	1	79.43433333333333	3229261	53	MD-OBS1	53	16	3	15WJMY:Dziev:0203	PHW30/Mo17-129 - (2n)-01	NA
4085853	MLA	1	80.02533333333334	3229261	53	MD-OBS1	53	16	3	15WJMY:Dziev:0203	PHW30/Mo17-129 - (2n)-01	NA
4085853	TUELA	1	77.05499999999999	3229261	53	MD-OBS1	53	16	3	15WJMY:Dziev:0203	PHW30/Mo17-129 - (2n)-01	NA
4085853	ULA	1	65.01366666666667	3229261	53	MD-OBS1	53	16	3	15WJMY:Dziev:0203	PHW30/Mo17-129 - (2n)-01	NA
4085854	FUELA	1	70.133	3229353	54	MD-OBS1	54	15	3	15WJMY:Dziev:0297	Mo17/PHW30-332 - (2n)-02	NA
4085854	MLA	1	71.226	3229353	54	MD-OBS1	54	15	3	15WJMY:Dziev:0297	Mo17/PHW30-332 - (2n)-02	NA
4085854	TUELA	1	71.34433333333332	3229353	54	MD-OBS1	54	15	3	15WJMY:Dziev:0297	Mo17/PHW30-332 - (2n)-02	NA
4085854	ULA	1	63.358000000000004	3229353	54	MD-OBS1	54	15	3	15WJMY:Dziev:0297	Mo17/PHW30-332 - (2n)-02	NA
4085855	FUELA	1	77.63	3229184	55	MD-OBS1	55	14	3	15WJMY:Dziev:0120	B73/PHW30-368 - (2n)-02	NA
4085855	MLA	1	71.69466666666666	3229184	55	MD-OBS1	55	14	3	15WJMY:Dziev:0120	B73/PHW30-368 - (2n)-02	NA
4085855	TUELA	1	80.93633333333334	3229184	55	MD-OBS1	55	14	3	15WJMY:Dziev:0120	B73/PHW30-368 - (2n)-02	NA
4085855	ULA	1	80.40866666666666	3229184	55	MD-OBS1	55	14	3	15WJMY:Dziev:0120	B73/PHW30-368 - (2n)-02	NA
4085856	FUELA	1	66.70133333333334	3396153	56	MD-OBS1	56	13	3	16SJMY:16S:J:0003	B73	NA
4085856	MLA	1	55.949333333333335	3396153	56	MD-OBS1	56	13	3	16SJMY:16S:J:0003	B73	NA
4085856	TUELA	1	79.67533333333334	3396153	56	MD-OBS1	56	13	3	16SJMY:16S:J:0003	B73	NA
4085856	ULA	1	82.552	3396153	56	MD-OBS1	56	13	3	16SJMY:16S:J:0003	B73	NA
4085857	FUELA	1	73.19866666666667	3226177	57	MD-OBS1	57	12	3	15WJMY:Dziev:0013	PHW30/B73-434 - (2n)-01	NA
4085857	MLA	1	61.96	3226177	57	MD-OBS1	57	12	3	15WJMY:Dziev:0013	PHW30/B73-434 - (2n)-01	NA
4085857	TUELA	1	67.29899999999999	3226177	57	MD-OBS1	57	12	3	15WJMY:Dziev:0013	PHW30/B73-434 - (2n)-01	NA
4085857	ULA	1	74.13666666666667	3226177	57	MD-OBS1	57	12	3	15WJMY:Dziev:0013	PHW30/B73-434 - (2n)-01	NA
4085858	FUELA	1	64.47933333333333	3229236	58	MD-OBS1	58	11	3	15WJMY:Dziev:0176	PHW30/Mo17-278 - (2n)-02	NA
4085858	MLA	1	68.361	3229236	58	MD-OBS1	58	11	3	15WJMY:Dziev:0176	PHW30/Mo17-278 - (2n)-02	NA
4085858	TUELA	1	56.54866666666667	3229236	58	MD-OBS1	58	11	3	15WJMY:Dziev:0176	PHW30/Mo17-278 - (2n)-02	NA
4085858	ULA	1	52.632666666666665	3229236	58	MD-OBS1	58	11	3	15WJMY:Dziev:0176	PHW30/Mo17-278 - (2n)-02	NA
4085859	FUELA	1	70.52666666666667	3229319	59	MD-OBS1	59	10	3	15WJMY:Dziev:0262	Mo17/PHW30-279 - (2n)-01	NA
4085859	MLA	1	62.07633333333333	3229319	59	MD-OBS1	59	10	3	15WJMY:Dziev:0262	Mo17/PHW30-279 - (2n)-01	NA
4085859	TUELA	1	63.92333333333333	3229319	59	MD-OBS1	59	10	3	15WJMY:Dziev:0262	Mo17/PHW30-279 - (2n)-01	NA
4085859	ULA	1	54.86233333333333	3229319	59	MD-OBS1	59	10	3	15WJMY:Dziev:0262	Mo17/PHW30-279 - (2n)-01	NA
4085860	FUELA	1	71.141	3229250	60	MD-OBS1	60	9	3	15WJMY:Dziev:0192	PHW30/Mo17-050 - (2n)-02	NA
4085860	MLA	1	70.03766666666667	3229250	60	MD-OBS1	60	9	3	15WJMY:Dziev:0192	PHW30/Mo17-050 - (2n)-02	NA
4085860	TUELA	1	70.23933333333333	3229250	60	MD-OBS1	60	9	3	15WJMY:Dziev:0192	PHW30/Mo17-050 - (2n)-02	NA
4085860	ULA	1	62.498666666666665	3229250	60	MD-OBS1	60	9	3	15WJMY:Dziev:0192	PHW30/Mo17-050 - (2n)-02	NA
4085861	FUELA	1	61.477333333333334	3229154	61	MD-OBS1	61	8	3	15WJMY:Dziev:0090	B73/PHW30-258 - (2n)-02	NA
4085861	MLA	1	67.681	3229154	61	MD-OBS1	61	8	3	15WJMY:Dziev:0090	B73/PHW30-258 - (2n)-02	NA
4085861	TUELA	1	72.454	3229154	61	MD-OBS1	61	8	3	15WJMY:Dziev:0090	B73/PHW30-258 - (2n)-02	NA
4085861	ULA	1	77.53733333333334	3229154	61	MD-OBS1	61	8	3	15WJMY:Dziev:0090	B73/PHW30-258 - (2n)-02	NA
4085862	FUELA	1	68.89133333333334	3156936	62	MD-OBS1	62	7	3	15WJMY:Dziev:0003 (2015 GH)	PHW30/B73-029 - (2n)-01	NA
4085862	MLA	1	69.76066666666667	3156936	62	MD-OBS1	62	7	3	15WJMY:Dziev:0003 (2015 GH)	PHW30/B73-029 - (2n)-01	NA
4085862	TUELA	1	64.941	3156936	62	MD-OBS1	62	7	3	15WJMY:Dziev:0003 (2015 GH)	PHW30/B73-029 - (2n)-01	NA
4085862	ULA	1	68.23833333333333	3156936	62	MD-OBS1	62	7	3	15WJMY:Dziev:0003 (2015 GH)	PHW30/B73-029 - (2n)-01	NA
4085863	FUELA	1	67.35766666666667	3396181	63	MD-OBS1	63	6	3	16SJMY:16S:J:0031	Mo17	NA
4085863	MLA	1	59.71933333333333	3396181	63	MD-OBS1	63	6	3	16SJMY:16S:J:0031	Mo17	NA
4085863	TUELA	1	59.252	3396181	63	MD-OBS1	63	6	3	16SJMY:16S:J:0031	Mo17	NA
4085863	ULA	1	55.586666666666666	3396181	63	MD-OBS1	63	6	3	16SJMY:16S:J:0031	Mo17	NA
4085864	FUELA	1	61.61566666666667	3229227	64	MD-OBS1	64	5	3	15WJMY:Dziev:0167	PHW30/Mo17-160 - (2n)-02	NA
4085864	MLA	1	65.75	3229227	64	MD-OBS1	64	5	3	15WJMY:Dziev:0167	PHW30/Mo17-160 - (2n)-02	NA
4085864	TUELA	1	62.11533333333333	3229227	64	MD-OBS1	64	5	3	15WJMY:Dziev:0167	PHW30/Mo17-160 - (2n)-02	NA
4085864	ULA	1	34.151666666666664	3229227	64	MD-OBS1	64	5	3	15WJMY:Dziev:0167	PHW30/Mo17-160 - (2n)-02	NA
4085865	FUELA	1	67.37066666666666	3226183	65	MD-OBS1	65	5	4	15WJMY:Dziev:0019	PHW30/B73-169 - (2n)-02	NA
4085865	MLA	1	62.251666666666665	3226183	65	MD-OBS1	65	5	4	15WJMY:Dziev:0019	PHW30/B73-169 - (2n)-02	NA
4085865	TUELA	1	64.05066666666667	3226183	65	MD-OBS1	65	5	4	15WJMY:Dziev:0019	PHW30/B73-169 - (2n)-02	NA
4085865	ULA	1	69.507	3226183	65	MD-OBS1	65	5	4	15WJMY:Dziev:0019	PHW30/B73-169 - (2n)-02	NA
4085866	FUELA	1	75.33533333333334	3229145	66	MD-OBS1	66	6	4	15WJMY:Dziev:0081	B73/PHW30-183 - (2n)-01	NA
4085866	MLA	1	71.76366666666667	3229145	66	MD-OBS1	66	6	4	15WJMY:Dziev:0081	B73/PHW30-183 - (2n)-01	NA
4085866	TUELA	1	79.52166666666668	3229145	66	MD-OBS1	66	6	4	15WJMY:Dziev:0081	B73/PHW30-183 - (2n)-01	NA
4085866	ULA	1	82.723	3229145	66	MD-OBS1	66	6	4	15WJMY:Dziev:0081	B73/PHW30-183 - (2n)-01	NA
4085867	FUELA	1	66.94933333333333	3229308	67	MD-OBS1	67	7	4	15WJMY:Dziev:0251	Mo17/PHW30-075 - (2n)-01	NA
4085867	MLA	1	61.84466666666666	3229308	67	MD-OBS1	67	7	4	15WJMY:Dziev:0251	Mo17/PHW30-075 - (2n)-01	NA
4085867	TUELA	1	67.48566666666666	3229308	67	MD-OBS1	67	7	4	15WJMY:Dziev:0251	Mo17/PHW30-075 - (2n)-01	NA
4085867	ULA	1	56.103	3229308	67	MD-OBS1	67	7	4	15WJMY:Dziev:0251	Mo17/PHW30-075 - (2n)-01	NA
4085868	FUELA	1	68.226	3229200	68	MD-OBS1	68	8	4	15WJMY:Dziev:0139	PHW30/Mo17-252 - (2n)-01	NA
4085868	MLA	1	62.70766666666667	3229200	68	MD-OBS1	68	8	4	15WJMY:Dziev:0139	PHW30/Mo17-252 - (2n)-01	NA
4085868	TUELA	1	72.86033333333333	3229200	68	MD-OBS1	68	8	4	15WJMY:Dziev:0139	PHW30/Mo17-252 - (2n)-01	NA
4085868	ULA	1	59.031	3229200	68	MD-OBS1	68	8	4	15WJMY:Dziev:0139	PHW30/Mo17-252 - (2n)-01	NA
4085869	FUELA	1	53.89033333333333	3226182	69	MD-OBS1	69	9	4	15WJMY:Dziev:0018	PHW30/B73-169 - (2n)-01	NA
4085869	MLA	1	55.11033333333334	3226182	69	MD-OBS1	69	9	4	15WJMY:Dziev:0018	PHW30/B73-169 - (2n)-01	NA
4085869	TUELA	1	56.94433333333333	3226182	69	MD-OBS1	69	9	4	15WJMY:Dziev:0018	PHW30/B73-169 - (2n)-01	NA
4085869	ULA	1	68.03933333333333	3226182	69	MD-OBS1	69	9	4	15WJMY:Dziev:0018	PHW30/B73-169 - (2n)-01	NA
4085870	FUELA	1	75.54833333333333	3229232	70	MD-OBS1	70	10	4	15WJMY:Dziev:0172	PHW30/Mo17-166 - (2n)-01	NA
4085870	MLA	1	73.037	3229232	70	MD-OBS1	70	10	4	15WJMY:Dziev:0172	PHW30/Mo17-166 - (2n)-01	NA
4085870	TUELA	1	82.99266666666666	3229232	70	MD-OBS1	70	10	4	15WJMY:Dziev:0172	PHW30/Mo17-166 - (2n)-01	NA
4085870	ULA	1	83.76266666666668	3229232	70	MD-OBS1	70	10	4	15WJMY:Dziev:0172	PHW30/Mo17-166 - (2n)-01	NA
4085871	FUELA	1	69.782	3156967	71	MD-OBS1	71	11	4	15WJMY:Dziev:0051 (2015 GH)	Mo17/PHW30-292 - (2n)-01	NA
4085871	MLA	1	70.47066666666667	3156967	71	MD-OBS1	71	11	4	15WJMY:Dziev:0051 (2015 GH)	Mo17/PHW30-292 - (2n)-01	NA
4085871	TUELA	1	75.26566666666666	3156967	71	MD-OBS1	71	11	4	15WJMY:Dziev:0051 (2015 GH)	Mo17/PHW30-292 - (2n)-01	NA
4085871	ULA	1	67.16499999999999	3156967	71	MD-OBS1	71	11	4	15WJMY:Dziev:0051 (2015 GH)	Mo17/PHW30-292 - (2n)-01	NA
4085872	FUELA	1	70.374	3229152	72	MD-OBS1	72	12	4	15WJMY:Dziev:0088	B73/PHW30-237 - (2n)-02	NA
4085872	MLA	1	62.57	3229152	72	MD-OBS1	72	12	4	15WJMY:Dziev:0088	B73/PHW30-237 - (2n)-02	NA
4085872	TUELA	1	80.14333333333333	3229152	72	MD-OBS1	72	12	4	15WJMY:Dziev:0088	B73/PHW30-237 - (2n)-02	NA
4085872	ULA	1	82.67633333333333	3229152	72	MD-OBS1	72	12	4	15WJMY:Dziev:0088	B73/PHW30-237 - (2n)-02	NA
4085873	FUELA	1	66.62033333333333	3229252	73	MD-OBS1	73	13	4	15WJMY:Dziev:0194	PHW30/Mo17-051 - (2n)-02	NA
4085873	MLA	1	70.05633333333333	3229252	73	MD-OBS1	73	13	4	15WJMY:Dziev:0194	PHW30/Mo17-051 - (2n)-02	NA
4085873	TUELA	1	58.05166666666666	3229252	73	MD-OBS1	73	13	4	15WJMY:Dziev:0194	PHW30/Mo17-051 - (2n)-02	NA
4085873	ULA	1	61.40966666666667	3229252	73	MD-OBS1	73	13	4	15WJMY:Dziev:0194	PHW30/Mo17-051 - (2n)-02	NA
4085874	FUELA	1	73.364	3229333	74	MD-OBS1	74	14	4	15WJMY:Dziev:0276	Mo17/PHW30-081 - (2n)-03	NA
4085874	MLA	1	72.29966666666667	3229333	74	MD-OBS1	74	14	4	15WJMY:Dziev:0276	Mo17/PHW30-081 - (2n)-03	NA
4085874	TUELA	1	76.573	3229333	74	MD-OBS1	74	14	4	15WJMY:Dziev:0276	Mo17/PHW30-081 - (2n)-03	NA
4085874	ULA	1	74.73333333333333	3229333	74	MD-OBS1	74	14	4	15WJMY:Dziev:0276	Mo17/PHW30-081 - (2n)-03	NA
4085875	FUELA	1	67.08033333333333	3229281	75	MD-OBS1	75	15	4	15WJMY:Dziev:0223	Mo17/PHW30-091 - (2n)-01	NA
4085875	MLA	1	73.05033333333334	3229281	75	MD-OBS1	75	15	4	15WJMY:Dziev:0223	Mo17/PHW30-091 - (2n)-01	NA
4085875	TUELA	1	63.28933333333333	3229281	75	MD-OBS1	75	15	4	15WJMY:Dziev:0223	Mo17/PHW30-091 - (2n)-01	NA
4085875	ULA	1	61.596666666666664	3229281	75	MD-OBS1	75	15	4	15WJMY:Dziev:0223	Mo17/PHW30-091 - (2n)-01	NA
4085876	FUELA	1	77.74433333333333	3229214	76	MD-OBS1	76	16	4	15WJMY:Dziev:0154	PHW30/Mo17-088 - (2n)-02	NA
4085876	MLA	1	75.864	3229214	76	MD-OBS1	76	16	4	15WJMY:Dziev:0154	PHW30/Mo17-088 - (2n)-02	NA
4085876	TUELA	1	77.623	3229214	76	MD-OBS1	76	16	4	15WJMY:Dziev:0154	PHW30/Mo17-088 - (2n)-02	NA
4085876	ULA	1	66.966	3229214	76	MD-OBS1	76	16	4	15WJMY:Dziev:0154	PHW30/Mo17-088 - (2n)-02	NA
4085877	FUELA	1	78.75233333333333	3229219	77	MD-OBS1	77	17	4	15WJMY:Dziev:0159	PHW30/Mo17-107 - (2n)-01	NA
4085877	MLA	1	74.05433333333333	3229219	77	MD-OBS1	77	17	4	15WJMY:Dziev:0159	PHW30/Mo17-107 - (2n)-01	NA
4085877	TUELA	1	82.25	3229219	77	MD-OBS1	77	17	4	15WJMY:Dziev:0159	PHW30/Mo17-107 - (2n)-01	NA
4085877	ULA	1	76.25533333333333	3229219	77	MD-OBS1	77	17	4	15WJMY:Dziev:0159	PHW30/Mo17-107 - (2n)-01	NA
4085878	FUELA	1	58.78766666666667	3226200	78	MD-OBS1	78	18	4	15WJMY:Dziev:0036	PHW30/B73-351 - (2n)-01	NA
4085878	MLA	1	65.121	3226200	78	MD-OBS1	78	18	4	15WJMY:Dziev:0036	PHW30/B73-351 - (2n)-01	NA
4085878	TUELA	1	66.16266666666667	3226200	78	MD-OBS1	78	18	4	15WJMY:Dziev:0036	PHW30/B73-351 - (2n)-01	NA
4085878	ULA	1	61.838	3226200	78	MD-OBS1	78	18	4	15WJMY:Dziev:0036	PHW30/B73-351 - (2n)-01	NA
4085879	FUELA	1	73.209	3229143	79	MD-OBS1	79	19	4	15WJMY:Dziev:0079	B73/PHW30-041 - (2n)-01	NA
4085879	MLA	1	63.367	3229143	79	MD-OBS1	79	19	4	15WJMY:Dziev:0079	B73/PHW30-041 - (2n)-01	NA
4085879	TUELA	1	65.239	3229143	79	MD-OBS1	79	19	4	15WJMY:Dziev:0079	B73/PHW30-041 - (2n)-01	NA
4085879	ULA	1	68.202	3229143	79	MD-OBS1	79	19	4	15WJMY:Dziev:0079	B73/PHW30-041 - (2n)-01	NA
4085880	FUELA	1	66.06066666666666	3226198	80	MD-OBS1	80	20	4	15WJMY:Dziev:0034	PHW30/B73-341 - (2n)-01	NA
4085880	MLA	1	64.47266666666667	3226198	80	MD-OBS1	80	20	4	15WJMY:Dziev:0034	PHW30/B73-341 - (2n)-01	NA
4085880	TUELA	1	63.75866666666666	3226198	80	MD-OBS1	80	20	4	15WJMY:Dziev:0034	PHW30/B73-341 - (2n)-01	NA
4085880	ULA	1	70.893	3226198	80	MD-OBS1	80	20	4	15WJMY:Dziev:0034	PHW30/B73-341 - (2n)-01	NA
4085881	FUELA	1	74.11066666666666	3229194	81	MD-OBS1	81	21	4	15WJMY:Dziev:0132	PHW30/Mo17-101 - (2n)-02	NA
4085881	MLA	1	66.71033333333334	3229194	81	MD-OBS1	81	21	4	15WJMY:Dziev:0132	PHW30/Mo17-101 - (2n)-02	NA
4085881	TUELA	1	78.00666666666666	3229194	81	MD-OBS1	81	21	4	15WJMY:Dziev:0132	PHW30/Mo17-101 - (2n)-02	NA
4085881	ULA	1	73.724	3229194	81	MD-OBS1	81	21	4	15WJMY:Dziev:0132	PHW30/Mo17-101 - (2n)-02	NA
4085882	FUELA	1	70.20433333333334	3229186	82	MD-OBS1	82	22	4	15WJMY:Dziev:0122	PHW30/Mo17-026 - (2n)-02	NA
4085882	MLA	1	69.56099999999999	3229186	82	MD-OBS1	82	22	4	15WJMY:Dziev:0122	PHW30/Mo17-026 - (2n)-02	NA
4085882	TUELA	1	63.287	3229186	82	MD-OBS1	82	22	4	15WJMY:Dziev:0122	PHW30/Mo17-026 - (2n)-02	NA
4085882	ULA	1	52.776	3229186	82	MD-OBS1	82	22	4	15WJMY:Dziev:0122	PHW30/Mo17-026 - (2n)-02	NA
4085883	FUELA	1	73.78166666666667	3229213	83	MD-OBS1	83	23	4	15WJMY:Dziev:0153	PHW30/Mo17-088 - (2n)-01	NA
4085883	MLA	1	73.419	3229213	83	MD-OBS1	83	23	4	15WJMY:Dziev:0153	PHW30/Mo17-088 - (2n)-01	NA
4085883	TUELA	1	75.978	3229213	83	MD-OBS1	83	23	4	15WJMY:Dziev:0153	PHW30/Mo17-088 - (2n)-01	NA
4085883	ULA	1	74.36733333333333	3229213	83	MD-OBS1	83	23	4	15WJMY:Dziev:0153	PHW30/Mo17-088 - (2n)-01	NA
4085884	FUELA	1	74.89566666666667	3229136	84	MD-OBS1	84	24	4	15WJMY:Dziev:0072	B73/PHW30-316 - (2n)-01	NA
4085884	MLA	1	69.40633333333334	3229136	84	MD-OBS1	84	24	4	15WJMY:Dziev:0072	B73/PHW30-316 - (2n)-01	NA
4085884	TUELA	1	81.76733333333333	3229136	84	MD-OBS1	84	24	4	15WJMY:Dziev:0072	B73/PHW30-316 - (2n)-01	NA
4085884	ULA	1	83.15066666666667	3229136	84	MD-OBS1	84	24	4	15WJMY:Dziev:0072	B73/PHW30-316 - (2n)-01	NA
4085885	FUELA	1	70.809	3396153	85	MD-OBS1	85	25	4	16SJMY:16S:J:0003	B73	NA
4085885	MLA	1	58.59133333333333	3396153	85	MD-OBS1	85	25	4	16SJMY:16S:J:0003	B73	NA
4085885	TUELA	1	79.757	3396153	85	MD-OBS1	85	25	4	16SJMY:16S:J:0003	B73	NA
4085885	ULA	1	82.431	3396153	85	MD-OBS1	85	25	4	16SJMY:16S:J:0003	B73	NA
4085886	FUELA	1	76.885	3396170	86	MD-OBS1	86	26	4	16SJMY:16S:J:0020	PHW30	NA
4085886	MLA	1	73.67166666666667	3396170	86	MD-OBS1	86	26	4	16SJMY:16S:J:0020	PHW30	NA
4085886	TUELA	1	75.101	3396170	86	MD-OBS1	86	26	4	16SJMY:16S:J:0020	PHW30	NA
4085886	ULA	1	77.39433333333334	3396170	86	MD-OBS1	86	26	4	16SJMY:16S:J:0020	PHW30	NA
4085887	FUELA	1	71.62866666666667	3229348	87	MD-OBS1	87	27	4	15WJMY:Dziev:0291	Mo17/PHW30-262 - (2n)-02	NA
4085887	MLA	1	65.282	3229348	87	MD-OBS1	87	27	4	15WJMY:Dziev:0291	Mo17/PHW30-262 - (2n)-02	NA
4085887	TUELA	1	72.387	3229348	87	MD-OBS1	87	27	4	15WJMY:Dziev:0291	Mo17/PHW30-262 - (2n)-02	NA
4085887	ULA	1	70.178	3229348	87	MD-OBS1	87	27	4	15WJMY:Dziev:0291	Mo17/PHW30-262 - (2n)-02	NA
4085888	FUELA	1	69.83	3229288	88	MD-OBS1	88	28	4	15WJMY:Dziev:0230	Mo17/PHW30-184 - (2n)-02	NA
4085888	MLA	1	66.751	3229288	88	MD-OBS1	88	28	4	15WJMY:Dziev:0230	Mo17/PHW30-184 - (2n)-02	NA
4085888	TUELA	1	65.47766666666666	3229288	88	MD-OBS1	88	28	4	15WJMY:Dziev:0230	Mo17/PHW30-184 - (2n)-02	NA
4085888	ULA	1	57.678000000000004	3229288	88	MD-OBS1	88	28	4	15WJMY:Dziev:0230	Mo17/PHW30-184 - (2n)-02	NA
4085889	FUELA	1	64.93266666666666	3396181	89	MD-OBS1	89	29	4	16SJMY:16S:J:0031	Mo17	NA
4085889	MLA	1	63.33533333333334	3396181	89	MD-OBS1	89	29	4	16SJMY:16S:J:0031	Mo17	NA
4085889	TUELA	1	63.92133333333334	3396181	89	MD-OBS1	89	29	4	16SJMY:16S:J:0031	Mo17	NA
4085889	ULA	1	53.993	3396181	89	MD-OBS1	89	29	4	16SJMY:16S:J:0031	Mo17	NA
4085890	FUELA	1	60.678666666666665	3229234	90	MD-OBS1	90	30	4	15WJMY:Dziev:0174	PHW30/Mo17-195 - (2n)-02	NA
4085890	MLA	1	63.099333333333334	3229234	90	MD-OBS1	90	30	4	15WJMY:Dziev:0174	PHW30/Mo17-195 - (2n)-02	NA
4085890	TUELA	1	56.57033333333334	3229234	90	MD-OBS1	90	30	4	15WJMY:Dziev:0174	PHW30/Mo17-195 - (2n)-02	NA
4085890	ULA	1	35.993	3229234	90	MD-OBS1	90	30	4	15WJMY:Dziev:0174	PHW30/Mo17-195 - (2n)-02	NA
4085891	FUELA	1	79.41733333333333	3229169	91	MD-OBS1	91	31	4	15WJMY:Dziev:0105	B73/PHW30-100 - (2n)-02	NA
4085891	MLA	1	76.162	3229169	91	MD-OBS1	91	31	4	15WJMY:Dziev:0105	B73/PHW30-100 - (2n)-02	NA
4085891	TUELA	1	81.935	3229169	91	MD-OBS1	91	31	4	15WJMY:Dziev:0105	B73/PHW30-100 - (2n)-02	NA
4085891	ULA	1	83.27866666666667	3229169	91	MD-OBS1	91	31	4	15WJMY:Dziev:0105	B73/PHW30-100 - (2n)-02	NA
4085892	FUELA	1	82.04466666666667	3229171	92	MD-OBS1	92	32	4	15WJMY:Dziev:0107	B73/PHW30-102 - (2n)-03	NA
4085892	MLA	1	74.132	3229171	92	MD-OBS1	92	32	4	15WJMY:Dziev:0107	B73/PHW30-102 - (2n)-03	NA
4085892	TUELA	1	80.70349999999999	3229171	92	MD-OBS1	92	32	4	15WJMY:Dziev:0107	B73/PHW30-102 - (2n)-03	NA
4085892	ULA	1	78.599	3229171	92	MD-OBS1	92	32	4	15WJMY:Dziev:0107	B73/PHW30-102 - (2n)-03	NA
4085893	FUELA	1	66.777	3226195	93	MD-OBS1	93	33	4	15WJMY:Dziev:0031	PHW30/B73-324 - (2n)-01	NA
4085893	MLA	1	61.96033333333333	3226195	93	MD-OBS1	93	33	4	15WJMY:Dziev:0031	PHW30/B73-324 - (2n)-01	NA
4085893	TUELA	1	68.51366666666667	3226195	93	MD-OBS1	93	33	4	15WJMY:Dziev:0031	PHW30/B73-324 - (2n)-01	NA
4085893	ULA	1	79.14066666666666	3226195	93	MD-OBS1	93	33	4	15WJMY:Dziev:0031	PHW30/B73-324 - (2n)-01	NA
4085894	FUELA	1	70.91366666666667	3229273	94	MD-OBS1	94	34	4	15WJMY:Dziev:0215	PHW30/Mo17-242 - (2n)-01	NA
4085894	MLA	1	70.562	3229273	94	MD-OBS1	94	34	4	15WJMY:Dziev:0215	PHW30/Mo17-242 - (2n)-01	NA
4085894	TUELA	1	78.139	3229273	94	MD-OBS1	94	34	4	15WJMY:Dziev:0215	PHW30/Mo17-242 - (2n)-01	NA
4085894	ULA	1	73.821	3229273	94	MD-OBS1	94	34	4	15WJMY:Dziev:0215	PHW30/Mo17-242 - (2n)-01	NA
4085895	FUELA	1	72.64733333333334	3229245	95	MD-OBS1	95	35	4	15WJMY:Dziev:0187	PHW30/Mo17-032 - (2n)-02	NA
4085895	MLA	1	76.61266666666667	3229245	95	MD-OBS1	95	35	4	15WJMY:Dziev:0187	PHW30/Mo17-032 - (2n)-02	NA
4085895	TUELA	1	81.467	3229245	95	MD-OBS1	95	35	4	15WJMY:Dziev:0187	PHW30/Mo17-032 - (2n)-02	NA
4085895	ULA	1	83.26333333333334	3229245	95	MD-OBS1	95	35	4	15WJMY:Dziev:0187	PHW30/Mo17-032 - (2n)-02	NA
4085896	FUELA	1	59.54633333333333	3229199	96	MD-OBS1	96	36	4	15WJMY:Dziev:0138	PHW30/Mo17-194 - (2n)-02	NA
4085896	MLA	1	56.48166666666667	3229199	96	MD-OBS1	96	36	4	15WJMY:Dziev:0138	PHW30/Mo17-194 - (2n)-02	NA
